Year,Month,Day,Longitude,Latitude,Depth,Hour,Minute,Second,Mw_unified,Relation
2008,8,2,49.75,31.39,15,20,45,37.1,4.1,ML-Mw
2008,8,3,57.265,27.713,12,0,44,40.9,4,ML-Mw
2008,8,4,54.89,26.543,25.4,9,8,48.5,4.1,Ms-Mw
2008,8,9,56.982,36.997,6.9,16,5,43.1,4.4,MN-Mw
2008,8,11,59.588,25.9,28.1,12,54,38.3,4.4,Ms-Mw
2008,8,11,56.577,27.523,30.1,20,9,3.5,4.1,Ms-Mw
2008,8,14,45.279,38.605,,1,29,43.7,4.1,MN-Mw
2008,8,15,55.642,27.593,15.8,7,37,3.9,4.1,Ms-Mw
2008,8,16,50.103,32.216,4.1,2,3,14.5,4.8,Ms-Mw
2008,8,16,46.511,35.112,9.4,8,52,10.5,4.2,MN-Mw
2008,8,21,57.599,30.174,8.5,10,49,4.7,4.2,MN-Mw
2008,8,24,56.044,27.065,17.7,0,37,20.1,4.5,Ms-Mw
2008,8,24,49.824,30.822,11.1,4,59,40.3,4.4,Ms-Mw
2008,8,25,55.014,27.622,33.7,12,16,44.8,4.1,MN-Mw
2008,8,27,47.36,32.23,20.5,21,52,39.29,5.8,
2008,8,29,48.586,32.555,16.6,8,58,39.5,4.6,Ms-Mw
2008,8,31,55.255,27.93,18,11,38,0.9,4,MN-Mw
2008,8,31,59.864,31.785,7.6,13,0,43.1,4.3,Ms-Mw
2008,9,1,52.399,28.182,31.3,8,8,57.7,4,MN-Mw
2008,9,2,45.79,38.69,10.7,20,0,51.01,5,
2008,9,5,51.746,29.888,,3,11,47.3,4.5,Ms-Mw
2008,9,10,55.89,26.89,9.5,11,0,34.5,6,
2008,9,10,50.321,30.168,23.7,16,25,38.8,4.1,MN-Mw
2008,9,13,52.104,27.796,6.6,1,4,28,4.3,MN-Mw
2008,9,13,49.756,36.785,7.2,19,24,14,4.4,MN-Mw
2008,9,15,52.648,34.94,,22,27,2.3,4,ML-Mw
2008,9,16,58.488,36.944,8.8,10,48,34.5,4,MN-Mw
2008,9,20,56.209,31.711,6,7,2,27.6,4,ML-Mw
2008,9,20,45.864,33.477,4.3,12,35,13.7,4.3,MN-Mw
2008,9,22,51.3,29.687,5,11,34,9.2,4.1,mb(Zagros)-Mw
2008,9,23,60.177,33.017,5.3,4,34,5.9,4.1,Ms-Mw
2008,9,24,56.92,31.102,5.7,10,44,13.2,4,MN-Mw
2008,9,25,49.731,30.642,20.2,15,32,11.6,4.5,Ms-Mw
2008,9,26,60.236,31.609,22,1,43,50.9,4.4,Ms-Mw
2008,9,26,49.054,35.767,6.3,11,0,8.5,4.4,Ms-Mw
2008,9,26,56.802,27.077,22.8,15,52,18.2,4.8,Ms-Mw
2008,10,2,49.46,32.061,,20,31,51,4.4,MN-Mw
2008,10,3,44.83,38.048,6,12,41,51.2,4.3,Ms-Mw
2008,10,5,55.728,27.789,10,8,18,6.1,4.2,Ms-Mw
2008,10,6,55.159,26.569,18,0,47,39.1,4,MN-Mw
2008,10,6,47.472,31.458,36,2,21,46.7,4,MN-Mw
2008,10,10,56.372,27.285,25.5,8,47,6.4,4.3,MN-Mw
2008,10,11,51.175,31.213,10,6,26,48.5,4.1,MN-Mw
2008,10,16,57.982,36.864,8.4,6,39,40.4,4.5,Ms-Mw
2008,10,16,61.4144,24.9564,10,10,26,34,4.4,Ms-Mw
2008,10,18,50.922,30.167,27.5,11,37,40.9,4.5,Ms-Mw
2008,10,19,51.738,28.591,12.8,0,53,22.1,4,MN-Mw
2008,10,21,50.322,29.995,31.2,2,3,33.6,4.5,Ms-Mw
2008,10,21,55.225,26.716,25.1,13,11,12.4,4.2,MN-Mw
2008,10,21,54.9569,26.7068,10,13,19,45,4.9,Ms-Mw
2008,10,21,55.103,26.552,10.1,14,24,0.3,4.7,Ms-Mw
2008,10,22,55.244,27.185,8,13,35,38.1,4.3,ML-Mw
2008,10,22,55.431,27.102,33.3,13,38,53.8,4,ML-Mw
2008,10,23,46.875,32.846,4.4,12,0,21.6,4,MN-Mw
2008,10,24,57.379,38.041,,5,14,19.3,4.4,MN-Mw
2008,10,24,51.841,29.541,4.4,5,22,59.8,4.5,Ms-Mw
2008,10,24,51.275,29.128,21.5,14,10,35,4.8,Ms-Mw
2008,10,24,56.932,28.487,4.6,15,51,35.6,4.1,MN-Mw
2008,10,25,54.91,26.37,28.8,20,17,16.99,5.4,
2008,10,26,56.69,27.477,18,0,37,37.8,4.4,Ms-Mw
2008,10,27,55.032,27.929,35.2,11,25,43.1,4.1,MN-Mw
2008,10,29,48.858,33.618,10,10,30,2.2,4.3,Ms-Mw
2008,10,30,49.87,32.417,27.2,11,29,17.7,4,MN-Mw
2008,11,2,54.878,35.139,11.6,8,53,55.3,4,MN-Mw
2008,11,11,52.35,27.566,12,13,51,4.3,4.1,Ms-Mw
2008,11,13,45.9847,40.3422,4.2,13,57,14.88,4.3,Ms-Mw
2008,11,13,47.38,32.512,33.4,19,8,0.9,4,ML-Mw
2008,11,18,59.169,33.274,4.2,11,20,40,4.2,Ms-Mw
2008,11,21,44.942,37.39,4.5,10,12,13.6,4.1,MN-Mw
2008,11,22,47.366,32.193,,17,50,46.5,4.4,MN-Mw
2008,11,26,51.781,29.848,,7,2,26.5,4.5,Ms-Mw
2008,11,26,53.442,28.144,23.4,21,25,55.8,4.5,Ms-Mw
2008,11,28,51.505,28.158,12.8,20,16,34.7,4.6,Ms-Mw
2008,11,30,44.669,37.731,13.5,16,57,31.7,4.2,Ms-Mw
2008,12,1,52.9445,27.4778,,6,31,28,4.1,mb(Zagros)-Mw
2008,12,1,46.249,35.341,,10,18,38.2,4.6,Ms-Mw
2008,12,1,50.416,30.24,12.7,16,10,21,4.3,Ms-Mw
2008,12,2,56.781,31.153,19.9,13,0,49.6,4.7,MN-Mw
2008,12,5,57.299,34.617,7.3,8,9,53.5,4,ML-Mw
2008,12,5,53.333,27.026,36,22,37,42.1,4.3,MN-Mw
2008,12,11,47.383,32.202,5.5,7,19,27.4,4,MN-Mw
2008,12,13,48.907,39.089,10,8,51,5.2,4,MN-Mw
2008,12,14,44.2353,38.6437,9.3,1,22,42.36,4.3,Ms-Mw
2008,12,14,56.617,29.134,20.6,7,29,51.7,4.5,Ms-Mw
2008,12,14,44.559,35.933,7.9,16,23,37,4.2,MN-Mw
2008,12,18,52.198,28.077,,19,21,23.2,4.1,MN-Mw
2008,12,19,46.164,33.455,7.7,3,34,28.8,4,ML-Mw
2008,12,20,58.962,35.353,28.7,7,30,23.6,4.1,ML-Mw
2008,12,21,45.47,36.263,16.6,9,52,52.6,4.1,MN-Mw
2008,12,21,52.3,28.256,34.4,16,28,38.6,4.6,Ms-Mw
2008,12,22,57.15,28.18,12.8,15,8,14,4.7,Ms-Mw
2008,12,24,59.65,34.83,70,19,49,3.6,4.3,ML-Mw
2009,1,1,48.917,35.842,4.3,0,45,26.5,4,MN-Mw
2009,1,3,60.5945,25.2954,,9,32,49,4.4,Ms-Mw
2009,1,4,47.355,32.232,5.6,16,4,45.7,4,MN-Mw
2009,1,5,54.958,26.636,15.9,2,23,20.6,4,MN-Mw
2009,1,7,49.784,32.016,6.9,1,19,1,4.3,MN-Mw
2009,1,8,44.588,37.867,15.3,0,38,20.5,4,MN-Mw
2009,1,8,56.244,31.768,4.7,8,57,30.7,4.3,Ms-Mw
2009,1,12,60.06,35.261,6.4,18,11,41.8,4.3,MN-Mw
2009,1,13,56.831,37.317,4.9,3,44,58.9,4.1,MN-Mw
2009,1,16,46.569,38.909,11,11,54,46.3,4,Ms-Mw
2009,1,20,54.96,36.88,,12,46,8.1,4,MN-Mw
2009,1,21,57.427,27.842,11,14,26,24.6,4.1,MN-Mw
2009,1,23,43.2236,38.891,14.6,21,26,20.08,4,Ms-Mw
2009,1,24,57.374,30.535,15.3,5,54,53.4,4.4,MN-Mw
2009,1,25,55.959,26.943,10.4,11,22,3.7,4.1,MN-Mw
2009,1,28,50.521,31.95,4.5,6,42,19.8,4.1,MN-Mw
2009,1,29,50.264,30.696,5.7,4,15,5.2,4.1,MN-Mw
2009,1,29,57.878,28.656,9.9,15,55,43.5,4,MN-Mw
2009,1,30,47.272,32.172,,7,31,41.5,4.4,Ms-Mw
2009,1,30,52.974,28.954,4.3,14,25,44.9,4.1,Ms-Mw
2009,2,1,48.65,38.761,7.6,18,40,27.4,4,MN-Mw
2009,2,5,60.04,34.005,7.4,18,53,51.4,4.2,MN-Mw
2009,2,6,58.481,35.631,,15,7,1.2,4.3,MN-Mw
2009,2,6,57.512,38.133,5.5,18,14,28.4,4.3,MN-Mw
2009,2,8,56.297,33.485,5.5,22,11,49.6,4.1,MN-Mw
2009,2,9,43.5082,38.7104,13.9,7,25,13.59,4,Ms-Mw
2009,2,9,52.836,29.36,,10,34,40,4.1,MN-Mw
2009,2,9,51.086,30.532,35.7,16,16,12.9,4,MN-Mw
2009,2,12,50.556,30.757,9,12,42,43.5,4,MN-Mw
2009,2,15,57.028,31.092,,21,22,20,4.6,Ms-Mw
2009,2,17,56.752,38.425,22.9,17,57,24.7,4.3,MN-Mw
2009,2,18,50.445,30.722,13.2,9,12,34.6,4.5,Ms-Mw
2009,2,18,50.697,30.836,19.6,10,46,6.6,4.2,MN-Mw
2009,2,22,55.215,27.984,8,20,53,59.2,4.4,MN-Mw
2009,2,23,55.524,27.615,26.4,11,10,58.6,4.9,Ms-Mw
2009,2,23,57.953,36.455,,19,28,32.1,4.1,Ms-Mw
2009,2,25,62.88,25.0263,28,5,3,8,4.5,Ms-Mw
2009,2,25,44.473,38.703,,17,28,54.5,4,MN-Mw
2009,3,2,57.336,30.62,4.4,1,4,41.1,4.6,MN-Mw
2009,3,2,49.876,32.163,6.7,21,46,6.3,4.6,Ms-Mw
2009,3,3,57.5,28.116,17,3,59,48.4,4.4,Ms-Mw
2009,3,5,56.769,27.166,28,10,51,7.2,4.4,MN-Mw
2009,3,5,51.119,34.199,5.8,22,1,45.4,4.1,Ms-Mw
2009,3,7,56.727,30.863,8.3,6,47,6.5,4.5,MN-Mw
2009,3,10,43.984,37.177,14.9,13,13,6.1,4.5,MN-Mw
2009,3,10,44.195,38.591,,21,47,22.8,4.3,Ms-Mw
2009,3,24,52.068,29.52,8.1,15,45,9,4.2,MN-Mw
2009,4,1,43.6638,39.8182,5.3,20,58,22.05,4.5,Ms-Mw
2009,4,4,55.79,26.77,9.6,18,59,20,5.2,Ms-Mw
2009,4,4,50.275,31.801,11.3,18,59,22.3,4.5,Ms-Mw
2009,4,7,56.653,37.312,11.3,6,0,34.2,4.4,MN-Mw
2009,4,7,56.453,27.641,28.1,11,10,38.2,4.3,MN-Mw
2009,4,7,47.827,32.522,5.4,17,32,51.6,4.9,Ms-Mw
2009,4,8,47.298,34.016,5.7,13,36,22.9,4.1,ML-Mw
2009,4,9,57.392,27.898,22.2,11,32,39.9,4.5,Ms-Mw
2009,4,14,55.775,27.161,23.6,5,10,29.8,4.1,MN-Mw
2009,4,15,55.809,37.689,20,7,54,3.1,4.4,MN-Mw
2009,4,16,50.077,30.768,4.5,3,2,27.6,4.8,Ms-Mw
2009,4,21,48.706,38.756,12.5,12,26,24.1,4,MN-Mw
2009,4,21,60.886,26.459,34.2,13,13,5.8,4.2,MN-Mw
2009,4,25,48.841,33.076,16.1,15,14,56.5,4.3,Ms-Mw
2009,4,27,52.884,30.119,12.9,2,36,3.5,4.3,Ms-Mw
2009,4,30,61.37,27.64,25.8,10,4,29.9,5.2,
2009,5,1,43.902,37.701,23.1,16,32,15.1,4,MN-Mw
2009,5,1,51.597,29.164,9.8,22,30,11.8,4.4,Ms-Mw
2009,5,4,57,29.962,13,1,10,50.7,4,MN-Mw
2009,5,7,43.9833,38.55,,13,43,43.48,4.1,Ms-Mw
2009,5,12,59.01,32.395,,1,37,7.5,5.1,Ms-Mw
2009,5,12,57.647,30.162,,6,30,51.9,4.5,MN-Mw
2009,5,13,55.338,28.272,20.1,23,39,51.5,4.2,MN-Mw
2009,5,17,52.381,27.847,34.6,1,5,20.1,4.2,MN-Mw
2009,5,22,55.919,26.881,29.1,10,32,20.2,4.1,MN-Mw
2009,5,22,51.501,28.642,14.1,18,5,10.7,4,MN-Mw
2009,5,23,49.943,31.052,24.7,12,22,48.5,4,MN-Mw
2009,5,23,44.684,39.5356,8.2,15,40,15.24,4.3,Ms-Mw
2009,5,26,53.478,27.719,20.5,10,39,11.3,4.4,MN-Mw
2009,5,26,44.5611,38.7424,,18,56,40.81,4,Ms-Mw
2009,5,26,48.516,33.938,16.3,23,52,48.4,4.6,Ms-Mw
2009,5,27,43.2814,39.9379,,9,50,13.41,4.1,Ms-Mw
2009,5,29,58.01,27.927,4.5,16,17,10.8,4,MN-Mw
2009,5,29,44.5367,38.8837,17.3,23,13,14.22,4,Ms-Mw
2009,5,30,48.231,32.449,20.1,12,21,22.3,4.1,MN-Mw
2009,5,30,47.391,32.221,,16,6,28.8,4.2,MN-Mw
2009,6,2,53.9,27.098,25.4,22,34,32,4,MN-Mw
2009,6,9,44.5997,38.3448,10,9,40,44.11,4.1,Ms-Mw
2009,6,9,53.034,35.891,,22,55,10.2,4,MN-Mw
2009,6,11,57.681,30.121,20.7,12,38,22.5,4,MN-Mw
2009,6,12,49.461,31.83,,4,1,29.2,4,MN-Mw
2009,6,13,47.961,39.507,16.3,11,22,39.7,4,Ms-Mw
2009,6,16,48.528,38.901,,16,21,19.9,4.2,MN-Mw
2009,6,18,44.7963,40.2548,7,7,34,54,4.3,Ms-Mw
2009,6,18,47.386,32.41,13.5,12,52,47.4,4,MN-Mw
2009,6,19,56.021,28.004,10.5,8,16,9.9,4,MN-Mw
2009,6,19,48.359,32.747,6.4,8,48,47.5,4,MN-Mw
2009,6,19,59.417,36.654,12.2,23,18,58.8,4,MN-Mw
2009,6,20,49.75,31.17,15.3,2,29,0.1,4,MN-Mw
2009,6,22,53.566,28.394,11.3,8,49,39.3,4.1,MN-Mw
2009,6,22,43.6426,38.581,11.1,9,38,16.39,4.2,Ms-Mw
2009,6,23,56.103,28.295,28.3,5,2,43.2,4.4,Ms-Mw
2009,6,24,57.841,29.891,4.6,20,50,21.8,4.3,MN-Mw
2009,6,25,46.341,33.102,8,15,4,53.7,4.5,Ms-Mw
2009,6,26,56.825,31.141,5,15,49,47.3,4.1,Ms-Mw
2009,7,5,55.501,27.5,27.6,14,9,48.7,4.5,Ms-Mw
2009,7,5,43.64,39.17,14,23,48,24,4.2,ML-Mw
2009,7,6,57.549,30.087,4.1,12,1,27.4,4.2,MN-Mw
2009,7,8,50.817,31.721,,14,44,48.9,4.2,MN-Mw
2009,7,10,49.698,32.461,23.2,4,5,12.6,4.4,MN-Mw
2009,7,10,50.742,31.596,7.8,23,47,59.3,4.1,MN-Mw
2009,7,16,52.4013,27.6713,10,20,55,55.84,4.2,Ms-Mw
2009,7,18,57.15,30.991,23.9,14,24,36.6,4,MN-Mw
2009,7,18,43.19,35.9,18,20,32,28.87,5.1,
2009,7,22,55.7,26.6,6,3,53,1,5.3,
2009,7,22,49.478,34.619,5,9,21,1.2,4.4,MN-Mw
2009,7,22,43.8285,38.9818,17.3,15,37,7.18,4,Ms-Mw
2009,7,22,55.794,26.964,20,17,44,56.3,4.1,MN-Mw
2009,7,25,43.3436,40.1235,7.9,20,6,41.81,4.6,Ms-Mw
2009,7,29,50.425,36.165,5,9,27,44,4.3,MN-Mw
2009,7,29,57.893,28.322,14,18,9,37.4,4.1,MN-Mw
2009,8,7,56.974,28.113,16,4,54,6.9,4.7,Ms-Mw
2009,8,7,55.209,36.815,16.8,7,27,36.7,4,MN-Mw
2009,8,7,57.449,26.68,10.1,18,59,29.9,4.3,Ms-Mw
2009,8,8,51.253,29.417,11.4,14,18,42.6,4.7,Ms-Mw
2009,8,9,52.979,27.937,28.7,11,44,3.1,4.3,MN-Mw
2009,8,10,53.294,27.92,15.3,12,38,12.6,4,Ms-Mw
2009,8,10,53.228,27.455,17.3,15,6,13.5,4.3,MN-Mw
2009,8,13,49.881,31.611,6,6,12,42.6,4.4,Ms-Mw
2009,8,14,52.067,36.467,,22,5,2.8,4.6,MN-Mw
2009,8,21,44.7833,40.2667,17,4,34,23,4,Ms-Mw
2009,8,22,54.734,27.733,22.1,4,8,2.9,4,Ms-Mw
2009,8,22,59.465,36.893,,6,34,54.9,4,MN-Mw
2009,8,25,51.416,29.792,21.3,15,59,56.6,4.1,MN-Mw
2009,8,26,54.7278,26.9333,18,11,25,26.7,4,Ms-Mw
2009,8,26,54.529,28.391,10.2,11,25,47.2,4,Ms-Mw
2009,8,26,50.201,30.967,15,22,22,14.3,4,MN-Mw
2009,8,29,55.718,27.109,8.5,1,40,36.3,4,Ms-Mw
2009,8,30,46.296,33.066,4.4,14,4,35.3,4.9,Ms-Mw
2009,9,1,46.13,33.151,7.3,21,29,34.6,4,MN-Mw
2009,9,11,57.495,37.891,5.5,20,53,1.1,4.3,MN-Mw
2009,9,26,45,34.761,10,9,56,44.9,4.4,MN-Mw
2009,9,26,55.839,31.984,5.5,11,16,23.9,4.5,MN-Mw
2009,9,26,51.5,29.547,33.5,19,44,59,4,MN-Mw
2009,9,27,44.85,39.4667,5,23,54,1,4,Ms-Mw
2009,9,28,45.442,35.102,,7,44,57.3,4.1,MN-Mw
2009,9,29,55.384,36.894,30.9,6,32,9.2,4.5,MN-Mw
2009,9,30,56.006,27.063,10.8,19,39,51.5,4.4,MN-Mw
2009,10,4,49.491,31.864,,21,50,51.6,5.2,Ms-Mw
2009,10,9,47.36,32.34,22.6,18,32,44.5,4.1,MN-Mw
2009,10,10,55.747,27.573,19.2,1,28,8.8,4.3,MN-Mw
2009,10,10,47.16,33.975,5.5,11,42,58.7,4.1,Ms-Mw
2009,10,13,46.87,34.91,11,0,54,28.3,4.8,
2009,10,17,51.498,35.561,12,10,53,56.5,4.3,MN-Mw
2009,10,17,44.029,35.99,5.5,10,58,6.8,4.3,MN-Mw
2009,10,17,57.677,30.174,4.1,17,8,10,4.8,Ms-Mw
2009,10,23,45.216,34.975,5.5,17,3,55.6,4.9,Ms-Mw
2009,10,24,56.757,27.975,18.4,3,4,41.7,4.4,MN-Mw
2009,10,27,56.782,30.952,7,17,19,36.9,4.1,MN-Mw
2009,11,3,58.287,29.16,9.1,7,48,20.1,4.4,MN-Mw
2009,11,3,56.16,27.04,8,23,26,49.1,5,
2009,11,6,44.948,36.895,,5,29,15.5,4,MN-Mw
2009,11,13,58.706,28.988,27.2,3,8,15.4,4.9,MN-Mw
2009,11,17,43.863,37.143,15.1,7,2,5.5,4,MN-Mw
2009,11,17,48.738,38.751,7,20,27,45.4,4.1,MN-Mw
2009,11,18,51.024,31.958,,0,50,37.4,4.4,MN-Mw
2009,11,22,46.94,38.009,,17,29,23.4,4.1,MN-Mw
2009,11,25,59.883,30.285,33.8,1,9,11.2,4.2,MN-Mw
2009,11,29,59.893,26.758,21.4,3,25,33.7,4.3,MN-Mw
2009,12,2,53.664,28.516,4.4,12,37,54.9,4.7,MN-Mw
2009,12,3,59.57,35.46,15.5,8,36,8.8,4.2,Ms-Mw
2009,12,3,44.914,34.819,,20,14,19.7,4.1,MN-Mw
2009,12,6,54.209,33.774,10.2,16,49,36.5,4.1,MN-Mw
2009,12,7,46.09,32.965,28.4,21,34,28.7,4.2,MN-Mw
2009,12,9,59.42,31.518,5.5,10,11,28.5,4.4,MN-Mw
2009,12,12,53.394,27.645,28,21,37,42,4.5,MN-Mw
2009,12,12,53.4551,27.8514,,21,41,46,4.3,Ms-Mw
2009,12,13,53.192,28.46,15,3,29,21.2,4.1,Ms-Mw
2009,12,13,53.173,28.274,29.6,3,50,48.8,4.1,Ms-Mw
2009,12,17,53.936,27.648,33.9,0,14,47.7,4.6,Ms-Mw
2009,12,17,54.156,39.746,26.7,13,9,53.9,4.3,MN-Mw
2009,12,19,54.541,36.347,7.3,4,10,23.7,4.2,MN-Mw
2009,12,21,49.286,31.875,5.5,23,8,39,4,Ms-Mw
2009,12,23,47.239,33.498,4,15,0,40,4.1,Ms-Mw
2009,12,23,56.029,26.9,14.8,16,51,54.5,4.4,MN-Mw
2009,12,24,48.28,33.713,4.7,17,17,15.8,4.2,MN-Mw
2009,12,25,48.99,32.166,6.1,6,37,59.4,4.1,MN-Mw
2009,12,30,47.85,39.3333,10,17,9,20,4.1,Ms-Mw
2009,12,31,58.371,38.065,10.9,23,16,40,4.5,Ms-Mw
2010,1,2,59.415,36.836,26.4,22,13,8.9,4.3,MN-Mw
2010,1,5,58.328,29.168,8.8,18,54,46.1,4.4,MN-Mw
2010,1,6,55.095,27.465,7.9,14,17,47.1,4.9,MN-Mw
2010,1,9,50.31,29.728,,8,27,25.5,4,ML-Mw
2010,1,9,44.29,38.943,5,18,32,15.2,4,Ms-Mw
2010,1,9,53.729,27.045,16,19,20,2.3,4,MN-Mw
2010,1,10,48.971,35.697,,6,52,24.7,4.4,MN-Mw
2010,1,10,55.533,27.079,14.8,15,20,32.5,4.4,MN-Mw
2010,1,13,53.338,26.52,24.5,10,22,9.2,4.8,MN-Mw
2010,1,13,53.977,28.28,18,14,47,29,4.7,Ms-Mw
2010,1,13,56.311,28.068,34,15,52,31.6,4.1,MN-Mw
2010,1,14,50.498,29.776,4.7,0,52,1.3,4.1,Ms-Mw
2010,1,16,48.504,37.587,,1,27,18.5,4.1,Ms-Mw
2010,1,16,48.303,32.428,9.5,20,23,38.3,5,MN-Mw
2010,1,18,47.026,32.371,11.2,3,13,41.5,4.3,MN-Mw
2010,1,19,51.378,29.569,8.3,18,49,15.1,4.2,MN-Mw
2010,1,20,52.859,35.792,,5,20,7.2,4.4,MN-Mw
2010,1,22,57.674,35.72,21.2,4,43,14.4,4.2,MN-Mw
2010,1,24,44.9833,38.5333,5,23,56,6.54,4.6,Ms-Mw
2010,1,26,56.942,30.891,21.2,3,17,5.4,4.5,MN-Mw
2010,1,29,55.666,28.229,20.7,1,19,21.7,4.6,Ms-Mw
2010,1,29,57.607,28.189,11.6,20,50,19.9,4.1,MN-Mw
2010,1,30,56.267,31.696,,18,43,45.7,4.4,MN-Mw
2010,2,1,51.614,28.188,16,22,54,37.2,4.2,MN-Mw
2010,2,2,46.838,37.857,5,10,16,28.4,4.8,MN-Mw
2010,2,3,57.133,28.508,18.6,22,39,47.2,4.6,MN-Mw
2010,2,4,43.8192,39.2972,,0,27,35.1,4.1,Ms-Mw
2010,2,4,45.277,36.753,23.2,19,53,30.3,4.2,MN-Mw
2010,2,5,50.189,31.065,,2,22,53.1,4.2,MN-Mw
2010,2,5,52.094,27.752,5.5,5,57,10.5,4.3,Ms-Mw
2010,2,7,54.194,27.816,4.5,21,20,16.5,4.3,MN-Mw
2010,2,8,54.014,28.053,27.8,21,20,55.6,4.2,MN-Mw
2010,2,8,44.6167,39.3333,5,22,17,2.66,4.1,Ms-Mw
2010,2,10,54.2573,39.3584,14,2,29,2,4.1,Ms-Mw
2010,2,11,51.441,28.04,,8,9,58.1,4.3,Ms-Mw
2010,2,11,47.322,33.389,14,16,29,41.1,4.5,MN-Mw
2010,2,14,50.055,30.938,10.8,3,26,50.9,4.4,MN-Mw
2010,2,15,54.995,28.636,7,9,18,32.1,4,MN-Mw
2010,2,15,44.1667,39.1833,10,18,4,32,4,Ms-Mw
2010,2,17,45.045,38.532,6.1,14,55,44.8,4,Ms-Mw
2010,2,18,50.186,30.767,15.3,21,8,13.1,4.8,MN-Mw
2010,2,19,52.265,28.248,5.5,4,31,12.2,4.8,Ms-Mw
2010,2,19,57.634,35.734,5.5,11,25,47,4.6,MN-Mw
2010,2,20,50.466,30.918,28.4,9,36,43,4.4,Ms-Mw
2010,2,21,56.79,37.934,4.6,14,13,28.7,4.1,MN-Mw
2010,2,23,53.374,35.936,5.2,1,59,31.1,4,ML-Mw
2010,2,23,48.21,32.6,5.5,10,25,54.9,5.2,
2010,2,24,52.025,34.525,9.1,4,51,46,4.2,MN-Mw
2010,2,26,46.102,34.824,,3,33,14.5,4,MN-Mw
2010,3,1,56.936,31.247,4,21,17,32.3,4.3,MN-Mw
2010,3,1,47.944,32.224,9.4,23,26,29,4.4,MN-Mw
2010,3,4,48.986,35.705,,16,38,48.8,4.1,MN-Mw
2010,3,8,57.805,30.37,18.9,16,39,39.6,4.3,MN-Mw
2010,3,9,51.943,36.488,5,3,22,15.1,4.1,MN-Mw
2010,3,10,44.8,38.7833,10,18,41,47,4,Ms-Mw
2010,3,13,43.768,39.859,4,21,24,47.9,4.2,MN-Mw
2010,3,14,51.417,29.777,,12,1,36.8,4.3,Ms-Mw
2010,3,14,51.904,27.782,13.5,12,38,15.6,4.5,Ms-Mw
2010,3,16,59.0095,31.425,,18,40,2,4,Ms-Mw
2010,3,17,50.215,30.711,23.1,13,32,34.2,4.1,Ms-Mw
2010,3,18,54.408,34.205,8.9,23,39,11.6,4,MN-Mw
2010,3,19,55.616,38.526,5.6,1,52,8.7,4.6,MN-Mw
2010,3,19,57.03,36.375,6.8,15,3,53.4,4.1,MN-Mw
2010,3,29,49.496,35.598,4,10,25,44.5,4.2,MN-Mw
2010,4,1,53.701,27.273,4.6,7,31,56.9,4.4,MN-Mw
2010,4,1,53.684,27.462,18,8,43,8.6,4.2,Ms-Mw
2010,4,2,59.58,26.49,31.5,17,47,41.1,4.3,Ms-Mw
2010,4,6,54.924,39.498,18,0,47,4.4,4.2,MN-Mw
2010,4,7,52.446,28.286,15,9,5,35.1,4.1,Ms-Mw
2010,4,8,50.148,37.035,9.7,9,25,13.9,4.3,Ms-Mw
2010,4,9,48.363,32.509,5,21,21,56.7,4.2,MN-Mw
2010,4,10,50.014,31.315,15.6,8,48,13.6,4,MN-Mw
2010,4,10,56.251,27.579,10,21,26,1.4,4.4,Ms-Mw
2010,4,10,58.557,29.185,,23,50,0.2,4.5,Ms-Mw
2010,4,11,57.045,28.379,18,13,49,14.9,4.1,MN-Mw
2010,4,12,58.655,35.057,5,8,29,0,4.3,Ms-Mw
2010,4,12,58.535,35.056,5,11,56,32.7,4.5,MN-Mw
2010,4,13,48.358,34.322,,12,40,30.6,4,ML-Mw
2010,4,13,51.402,30.73,15.6,21,58,4,4.6,MN-Mw
2010,4,16,54.268,27.82,18,8,9,33.2,4,Ms-Mw
2010,4,19,56.758,37.559,5,3,31,14.8,4.9,MN-Mw
2010,4,26,49.188,31.219,17.3,18,18,14,4.3,Ms-Mw
2010,4,27,54.8,27.09,21.8,22,58,4.2,5,
2010,4,27,55.17,27.336,,23,11,30.5,4.2,ML-Mw
2010,4,28,55.016,27.366,18,13,6,38,4.2,Ms-Mw
2010,4,28,43.044,40.4978,7,14,54,2.15,4,Ms-Mw
2010,4,28,49.048,35.823,5,17,39,17.2,4,MN-Mw
2010,4,28,49.13,35.917,4.7,20,4,19.5,4.4,MN-Mw
2010,4,29,57.343,28.539,7.6,21,14,3.4,4.2,Ms-Mw
2010,5,1,57.537,30.946,7.6,13,28,18.5,4.3,Ms-Mw
2010,5,2,54.647,27.911,20.9,1,18,12,4.2,Ms-Mw
2010,5,7,49.56,31.383,27.7,9,41,58.6,4,MN-Mw
2010,5,7,51.331,29.325,5,16,9,54.1,4.3,Ms-Mw
2010,5,8,57.521,34.801,5,10,54,4,4.2,MN-Mw
2010,5,8,43.3604,39.0573,,11,28,12.3,4,Ms-Mw
2010,5,9,45.6167,40.2333,10,16,17,31,4.3,Ms-Mw
2010,5,9,54.592,39.849,10,21,31,2.2,4.1,MN-Mw
2010,5,10,53.3879,26.8156,15,3,41,16,4.2,Ms-Mw
2010,5,11,44.3333,38.55,16,2,29,38,4.1,Ms-Mw
2010,5,11,62.6798,26.9868,15,5,24,35.68,4.6,Ms-Mw
2010,5,12,54.981,27.28,21,17,29,10.5,4.4,MN-Mw
