Mw,Longitude,Latitude,Depth_km,Year,Month,Day,Hour,Minute,Second,Sigma_m,Mwe
3.4,-122.852,39.393,18,1988,6,25,7,24,52.4,0.15,3.36
3.8,-125.939,44.006,10,1988,6,25,11,58,11.1,0.222,3.71
3.19,-125.207,40.574,0,1988,6,25,20,30,46.6,0.09,3.18
2.8,-117.616,37.842,19,1988,6,26,1,19,27.7,0.4,2.51
3.4,-119.546,38.403,10,1988,6,26,3,8,5.1,0.4,3.11
3.6,-122.807,38.823,4,1988,6,26,7,30,6.7,0.14,3.56
2.61,-117.252,35.932,6,1988,6,26,17,53,28,0.12,2.58
3.09,-116.053,33.801,9,1988,6,26,22,43,14.1,0.04,3.09
3,-121.764,37.856,17,1988,6,27,1,13,13.2,0.19,2.93
5.3,-121.895,37.128,13,1988,6,27,18,43,22.3,0.14,5.26
2.82,-118.417,35.653,6,1988,6,28,18,41,16.4,0.11,2.8
3,-118.742,38.021,5,1988,6,29,10,7,37.9,0.4,2.71
3.1,-123.932,49.563,73,1988,6,29,16,21,36,0.222,3.01
3.3,-118.467,39.472,0,1988,7,1,2,0,3.9,0.222,3.21
2.6,-116.196,32.542,10,1988,7,1,17,38,28.4,0.16,2.55
4.4,-116.439,33.483,13,1988,7,2,0,26,58.1,0.1,4.38
2.61,-117.107,35.205,10,1988,7,2,11,52,53.9,0.16,2.56
2.74,-117.729,32.95,6,1988,7,2,22,50,3.4,0.14,2.7
2.54,-117.549,35.163,8,1988,7,3,16,41,19.3,0.19,2.47
3.7,-114.916,35.918,5,1988,7,4,10,56,54.5,0,3.7
2.98,-118.385,37.5,7,1988,7,5,11,37,37.7,0.17,2.93
4.4,-118.025,36.426,6,1988,7,5,18,18,47.8,0.17,4.35
3,-114.607,37.32,5,1988,7,6,0,28,39.2,0.222,2.91
2.85,-116.634,33.212,14,1988,7,6,1,52,4.8,0.16,2.8
2.75,-121.835,41.952,5,1988,7,7,23,14,21,0.26,2.63
3.2,-121.531,48.085,0,1988,7,8,4,3,1.5,0.222,3.11
3.7,-119.694,46.838,0,1988,7,9,1,18,11.5,0.222,3.61
2.57,-123.412,40.995,31,1988,7,9,7,25,58,0.17,2.52
2.52,-118.762,33.692,6,1988,7,10,19,59,10.2,0.14,2.48
3.6,-111.629,41.225,7,1988,7,10,20,45,59.4,0.222,3.51
2.9,-120.131,45.249,0,1988,7,11,1,50,20.2,0.222,2.81
3.1,-111.988,39.192,2,1988,7,11,11,46,55.9,0.222,3.01
2.9,-120.791,39.948,10,1988,7,14,2,40,5,0.4,2.61
3.1,-122.101,48.316,3,1988,7,14,17,2,12.2,0.222,3.01
4.54,-114.083,44.456,5,1988,7,14,17,31,33,0.222,4.45
3.2,-126.674,44.026,10,1988,7,15,1,22,21,0.222,3.11
2.76,-117.734,32.955,6,1988,7,15,2,18,0,0.13,2.73
3.95,-116.4,32.105,6,1988,7,15,10,57,39,0.09,3.94
3.6,-123.316,39.166,0,1988,7,16,5,23,3.4,0.15,3.56
2.82,-118.038,32.684,6,1988,7,16,7,21,25.1,0.12,2.79
2.88,-117.396,31.974,6,1988,7,17,3,43,25.5,0.111,2.86
2.72,-120.466,36.384,5,1988,7,17,21,36,48.4,0.13,2.69
2.89,-121.154,37.149,0,1988,7,19,10,10,53.9,0.14,2.85
3.12,-118.451,37.14,38,1988,7,19,12,8,9.8,0.1,3.1
3.5,-112.974,45.127,5,1988,7,19,16,11,42,0.222,3.41
3.49,-116.78,38.93,0,1988,7,20,2,31,40.1,0.222,3.4
3.4,-116.494,38.727,5,1988,7,20,2,52,30.2,0.222,3.31
2.74,-115.648,33.758,4,1988,7,21,21,38,15.6,0.11,2.72
2.82,-117.355,32.661,6,1988,7,22,0,3,14.1,0.12,2.79
2.54,-116.368,33.987,5,1988,7,22,10,2,16.7,0.11,2.52
2.9,-117.441,37.862,15,1988,7,22,19,24,26.6,0.4,2.61
3.03,-117.808,33.001,6,1988,7,25,18,0,36.2,0.11,3.01
3.06,-116.95,34.975,6,1988,7,28,11,7,41.2,0.08,3.05
4.1,-121.914,46.854,11,1988,7,29,4,59,47.2,0.222,4.01
2.69,-117.766,35.812,7,1988,7,29,16,14,31.2,0.13,2.66
2.61,-120.965,34.825,1,1988,7,29,20,48,45.4,0.16,2.56
2.7,-120.166,34.34,6,1988,7,29,21,56,9.2,0.12,2.67
3.3,-114.634,44.018,5,1988,7,30,8,55,22.2,0.222,3.21
3.23,-122.148,40.143,27,1988,8,1,8,24,57.1,0.16,3.18
4.1,-115.614,47.585,10,1988,8,1,11,34,8.3,0.222,4.01
3.04,-120.76,36.198,8,1988,8,1,23,30,21.8,0.1,3.02
3.1,-116.116,37.844,5,1988,8,2,0,38,13.9,0.222,3.01
2.69,-116.722,33.704,18,1988,8,2,1,34,22.7,0.03,2.69
2.56,-119.687,39.164,6,1988,8,3,2,10,55.1,0.222,2.47
2.71,-116.861,34.307,6,1988,8,3,4,48,25.8,0.21,2.63
2.82,-121.43,40.141,16,1988,8,3,6,58,10,0.16,2.77
2.8,-118.188,35.168,9,1988,8,4,10,4,8,0.12,2.77
2.72,-124.131,40.976,20,1988,8,5,1,50,50.1,0.07,2.71
3.22,-120.765,34.583,6,1988,8,6,5,35,12.8,0.07,3.21
2.78,-119.268,33.87,6,1988,8,7,21,25,13.1,0.22,2.69
3.1,-125.248,40.432,5,1988,8,9,3,31,51.5,0.15,3.06
3.05,-116.474,35.714,6,1988,8,9,7,34,46.5,0.14,3.01
3,-111.499,42.377,9,1988,8,9,23,7,52.9,0.222,2.91
3.4,-122.793,38.835,1,1988,8,10,17,3,27.3,0.16,3.35
2.51,-117.648,36.1,7,1988,8,11,4,48,44.7,0.13,2.48
4.6,-125.4,42.023,10,1988,8,11,8,0,50.6,0.222,4.51
2.6,-116.794,33.271,15,1988,8,11,11,36,5.1,0.29,2.45
2.72,-116.858,34.301,6,1988,8,12,0,9,32.5,0.05,2.72
3.3,-120.379,36.214,11,1988,8,12,14,40,56.4,0.15,3.26
3.38,-115.257,32.42,6,1988,8,12,16,25,30.8,0.14,3.34
4.1,-125.237,40.663,11,1988,8,12,19,37,10.8,0.111,4.08
2.57,-119.649,34.259,6,1988,8,13,2,0,10,0.08,2.56
2.85,-121.793,37.841,15,1988,8,13,2,23,45.1,0.13,2.82
2.8,-116.428,38.395,5,1988,8,13,2,27,22.8,0.222,2.71
3.1,-119.255,39.203,0,1988,8,13,2,27,30.9,0.222,3.01
2.66,-120.571,36.014,5,1988,8,13,20,12,7.3,0.12,2.63
2.8,-118.401,35.743,9,1988,8,14,1,42,59.5,0.13,2.8
2.71,-118.642,36.977,26,1988,8,14,7,46,56.4,0.2,2.64
2.8,-118.78,38.04,11,1988,8,15,2,37,56,0.4,2.51
2.7,-117.443,37.842,7,1988,8,15,10,35,8.5,0.4,2.41
2.8,-117.195,37.564,15,1988,8,16,5,45,6.7,0.4,2.51
2.7,-116.735,37.283,0,1988,8,16,10,35,36.1,0.4,2.41
3.15,-117.282,34.07,18,1988,8,16,22,20,51.1,0.17,3.1
2.72,-116.656,32.762,15,1988,8,18,9,26,13.7,0.18,2.66
3.7,-114.639,38.854,5,1988,8,18,21,25,14.3,0.222,3.61
3.99,-117.91,32.507,6,1988,8,20,18,15,28,0.07,3.98
2.94,-116.188,33.786,6,1988,8,21,4,13,0.1,0.16,2.89
3.53,-115.058,32.227,6,1988,8,21,11,14,34.9,0.03,3.53
3.05,-121.027,34.774,6,1988,8,21,15,0,39.8,0.21,2.97
2.82,-119.384,33.892,6,1988,8,21,16,5,51.9,0.46,2.43
3.5,-113.904,36.999,5,1988,8,21,23,21,50.1,0.222,3.41
3.1,-116.3,38.656,5,1988,8,22,18,25,37,0.222,3.01
2.5,-119.655,34.418,12,1988,8,23,4,41,24.5,0.03,2.5
2.86,-118.244,36.897,6,1988,8,23,19,14,15,0.11,2.84
2.84,-117.624,35.438,8,1988,8,23,21,41,55.7,0.2,2.77
2.56,-120.269,34.708,2,1988,8,23,22,55,51.8,0.23,2.46
2.71,-116.973,35.955,6,1988,8,24,11,57,24.3,0.2,2.64
2.8,-110.707,43.511,5,1988,8,24,23,6,43.5,0.222,2.71
2.78,-116.974,33.837,11,1988,8,25,0,41,40.8,0.02,2.78
3.19,-115.376,32.146,6,1988,8,25,23,23,46.8,0.14,3.15
2.71,-116.752,33.213,6,1988,8,25,23,50,24.7,0.18,2.65
3.17,-117.774,32.966,6,1988,8,26,4,12,0.3,0.17,3.12
3.64,-116.427,34.527,6,1988,8,26,4,57,21.5,0.13,3.61
2.74,-119.828,35.96,18,1988,8,26,8,1,55.7,0.17,2.69
2.65,-116.787,34.024,11,1988,8,26,21,39,37.4,0.23,2.55
3.33,-115.669,32.005,6,1988,8,27,19,7,33.9,0.1,3.31
2.88,-120.732,36.172,9,1988,8,29,10,25,47.8,0.09,2.87
2.91,-118.935,37.646,6,1988,8,29,18,10,45.2,0.18,2.85
3.3,-116.126,37.801,5,1988,8,30,2,30,32.3,0.222,3.21
3.4,-118.409,37.513,10,1988,8,30,12,28,24.9,0.15,3.36
2.5,-116.559,33.983,8,1988,8,31,8,53,0.6,0.14,2.46
3,-118.016,33.429,6,1988,8,31,16,23,18.7,0.11,2.98
5.1,-115.834,31.824,5,1988,8,31,16,45,16.3,0.111,5.08
3.1,-122.777,38.799,0,1988,9,1,12,29,19.5,0.15,3.06
2.7,-118.986,38.045,7,1988,9,1,21,19,26,0.4,2.41
2.62,-116.681,35.189,8,1988,9,2,5,32,12.4,0.03,2.62
2.54,-119.415,33.757,6,1988,9,2,7,24,19.8,0.1,2.52
3.51,-116.371,32.029,6,1988,9,2,18,12,34.7,0.08,3.5
2.53,-121.774,37.865,17,1988,9,2,23,11,27.6,0.1,2.51
2.54,-123.506,40.536,0,1988,9,4,3,25,4.7,0.08,2.53
2.62,-125.07,41.379,5,1988,9,6,3,28,17.9,0.14,2.58
2.9,-122.855,48.467,26,1988,9,7,10,50,16.2,0.222,2.81
3.1,-112.272,35.994,5,1988,9,8,1,17,38.8,0.222,3.01
2.8,-122.497,48.206,23,1988,9,8,13,47,13.4,0.222,2.71
2.73,-116.57,33.954,9,1988,9,9,2,57,33.1,0.12,2.7
2.59,-118.783,33.98,15,1988,9,9,4,52,52.2,0.37,2.34
3.5,-116.56,31.63,6,1988,9,10,0,52,3.7,0.11,3.5
3,-115.705,34.249,6,1988,9,10,20,59,3.8,0.16,2.95
2.63,-117.998,35.761,5,1988,9,11,13,11,51.9,0.15,2.59
3.19,-117.801,33.013,6,1988,9,11,18,12,14.1,0.12,3.16
2.94,-117.319,33.04,11,1988,9,12,4,40,32.4,0.09,2.93
2.5,-119.515,38.69,6,1988,9,13,15,16,2.3,0.4,2.21
2.54,-120.299,36.109,10,1988,9,14,5,21,29,0.13,2.51
2.81,-116.989,34.976,7,1988,9,14,22,33,56.8,0.1,2.79
2.95,-119.957,33.275,6,1988,9,15,13,59,16.5,0.111,2.93
2.53,-115.278,32.359,6,1988,9,15,15,14,7.2,0.1,2.53
2.51,-116.693,33.659,19,1988,9,15,20,39,13.2,0.13,2.48
4.3,-125.041,39.33,5,1988,9,16,4,57,19.9,0.111,4.28
2.56,-116.139,34.059,11,1988,9,16,6,38,3.6,0.14,2.52
3.7,-111.573,27.729,10,1988,9,16,7,21,4.1,0.222,3.61
3.7,-111.873,27.671,10,1988,9,16,7,22,8.4,0.222,3.61
2.71,-120.042,33.803,6,1988,9,16,7,28,34,0.13,2.68
3.3,-125.365,40.312,10,1988,9,17,9,52,51,0.111,3.28
2.71,-120.79,35.292,7,1988,9,17,13,27,1,0.09,2.7
3.18,-119.535,35.625,6,1988,9,17,15,50,20.6,0.11,3.16
5,-118.342,38.461,9,1988,9,19,2,56,31.7,0.4,4.71
2.76,-119.483,34.283,6,1988,9,20,15,43,55,0.21,2.68
2.52,-122.447,38.758,9,1988,9,20,17,24,45.8,0.09,2.51
2.68,-120.774,36.215,9,1988,9,21,9,23,33.4,0.13,2.65
3.1,-118.853,41.38,5,1988,9,21,14,43,41.5,0.222,3.01
3.17,-117.277,31.929,6,1988,9,22,4,43,3.4,0.111,3.15
3.22,-120.683,36.512,8,1988,9,22,23,33,16.7,0.13,3.19
2.65,-117.086,34.248,9,1988,9,23,2,15,54.3,0.03,2.65
3.5,-118.171,38.957,0,1988,9,23,15,48,55.6,0.222,3.41
2.88,-117.732,35.744,6,1988,9,24,5,50,11.1,0.1,2.86
3.69,-120.859,34.428,6,1988,9,24,7,33,44.5,0.05,3.69
3.1,-122.531,48.521,16,1988,9,26,0,28,9.9,0.222,3.01
2.75,-117.881,36.186,4,1988,9,26,0,48,23.1,0.12,2.72
2.51,-116.793,33.543,8,1988,9,26,6,39,54.7,0.11,2.49
2.75,-121.934,41.805,8,1988,9,27,1,11,55.1,0.06,2.74
3.3,-116.578,34.576,6,1988,9,27,5,19,20.8,0.09,3.29
2.59,-118.936,34.132,13,1988,9,27,13,52,18.8,0.11,2.57
2.6,-117.612,36.948,2,1988,9,28,8,38,33.6,0.4,2.31
2.7,-118.059,38.137,0,1988,9,28,22,0,11,0.4,2.41
3.5,-120.26,45.85,13,1988,9,29,8,9,19.5,0.222,3.41
2.51,-116.859,35.569,6,1988,9,29,17,24,0.4,0.11,2.49
2.77,-120.153,37.582,18,1988,9,29,22,21,18.8,0.21,2.69
4.3,-121.612,41.572,2,1988,9,30,0,30,13.9,0.13,4.27
3.48,-117.858,33.036,6,1988,9,30,7,58,14.3,0.09,3.47
2.67,-124.327,41.297,5,1988,10,1,16,15,16.4,0.07,2.66
2.6,-116.907,34.673,6,1988,10,1,23,49,25.2,0.14,2.56
2.72,-117.367,33.027,9,1988,10,2,1,26,48,0.16,2.67
4.4,-110.083,27.203,10,1988,10,2,16,9,30.8,0.222,4.31
3,-116.035,37.835,5,1988,10,4,17,17,37.9,0.222,2.91
2.89,-120.084,36.16,8,1988,10,4,17,29,33.8,0.13,2.86
2.5,-125.136,41.547,30,1988,10,4,22,56,35.4,0.22,2.41
2.6,-118.804,37.483,10,1988,10,5,0,27,28.4,0.25,2.48
3.3,-112.846,47.471,10,1988,10,5,0,50,31.1,0.222,3.21
2.82,-118.036,36.498,6,1988,10,5,3,22,46.8,0.1,2.8
2.9,-118.316,32.757,6,1988,10,5,10,18,17,0.1,2.88
2.88,-116.803,33.575,5,1988,10,5,23,37,45.7,0.14,2.84
3.06,-118.358,37.449,8,1988,10,6,6,27,43.4,0.2,2.99
2.5,-116.346,33.405,3,1988,10,6,22,30,16,0.13,2.47
2.89,-116.758,34.026,12,1988,10,7,9,4,56.5,0.08,2.88
2.74,-120.8,39.956,3,1988,10,7,14,46,38,0.08,2.73
2.61,-115.94,33.743,5,1988,10,7,23,12,17.9,0.21,2.53
2.6,-117.663,36.882,12,1988,10,8,20,41,37.1,0.4,2.31
3.67,-117.86,36.103,6,1988,10,8,21,14,20.1,0.09,3.66
3.33,-117.671,34.733,4,1988,10,9,12,47,15.6,0.1,3.31
2.5,-118.965,34.043,15,1988,10,9,23,38,18,0.1,2.48
2.55,-117.086,34.247,9,1988,10,10,15,13,7.4,0.11,2.53
2.59,-116.663,33.26,9,1988,10,10,21,55,14.8,0.11,2.57
2.57,-118.631,34.412,11,1988,10,13,1,11,4.8,0.07,2.56
2.69,-118.749,37.462,15,1988,10,13,10,34,58.8,0.1,2.67
5.2,-116.827,38.497,115,1988,10,13,14,0,23.4,0,5.2
2.5,-117.199,33.6,6,1988,10,15,20,35,19,0.18,2.44
2.63,-120.194,36.463,17,1988,10,16,0,52,31,0.14,2.59
3.65,-120.647,39.511,2,1988,10,16,22,11,44.1,0.13,3.62
3.4,-115.155,38.778,5,1988,10,17,19,4,37.7,0.222,3.31
2.66,-116.725,33.662,16,1988,10,18,3,0,28.4,0.1,2.64
3.24,-118.21,32.404,6,1988,10,18,5,14,16.1,0.111,3.22
2.75,-115.121,32.257,6,1988,10,18,14,30,36.6,0.15,2.71
2.7,-116.964,33.355,4,1988,10,18,21,4,50.8,0.35,2.47
3.4,-116.435,38.737,5,1988,10,19,7,45,5,0.222,3.31
2.66,-119.926,40.607,1,1988,10,19,18,49,19.5,0.222,2.57
2.59,-118.005,35.766,8,1988,10,20,11,39,37.5,0.07,2.58
3.75,-122.806,38.806,3,1988,10,20,17,32,59.9,0.14,3.71
3.27,-116.312,32.025,6,1988,10,20,18,54,30.6,0.09,3.26
2.81,-117.285,32.865,6,1988,10,20,19,37,29.6,0.16,2.76
3.6,-123.534,40.254,28,1988,10,20,23,19,51.9,0.14,3.56
2.68,-116.65,33.985,14,1988,10,21,2,54,20.7,0.15,2.64
4.2,-126.828,41.868,10,1988,10,21,19,5,7.9,0.222,4.11
2.83,-115.327,32.343,15,1988,10,21,19,42,39,0.16,2.78
3.6,-110.397,43.291,5,1988,10,22,3,49,4.5,0.222,3.51
2.52,-116.371,33.375,12,1988,10,22,6,2,36.7,0.32,2.33
3.2,-114.241,44.224,5,1988,10,23,3,44,48.3,0.222,3.11
3.18,-120.332,35.786,9,1988,10,23,11,20,49,0.13,3.15
2.78,-116.161,33.795,4,1988,10,23,20,20,23.9,0.03,2.78
3.2,-116.93,31.43,13,1988,10,24,8,47,7.8,0.222,3.11
2.8,-122.378,48.406,7,1988,10,25,7,13,2,0.222,2.71
3.83,-123.49,38.69,8,1988,10,25,14,43,24.3,0.16,3.78
2.76,-116.694,34.886,6,1988,10,25,21,51,28.3,0.13,2.73
2.62,-116.747,33.296,18,1988,10,26,2,17,40.5,0.16,2.57
2.6,-117.517,35.551,2,1988,10,26,12,55,46.7,0.13,2.57
3.5,-117.987,39.029,0,1988,10,27,3,16,32.9,0.222,3.41
3.58,-116.697,31.753,6,1988,10,28,13,29,22,0.111,3.56
3.1,-116.772,37.595,6,1988,10,28,20,2,53.3,0.4,2.81
4.3,-125.798,40.383,10,1988,10,29,0,5,34.3,0.111,4.28
2.58,-116.922,33.494,11,1988,10,29,2,32,38.7,0.37,2.33
2.9,-122.835,47.633,47,1988,10,29,8,47,4.8,0.222,2.81
3.62,-120.721,34.605,11,1988,10,30,20,2,19.2,0.14,3.58
3.23,-120.18,36.16,9,1988,11,1,3,11,16.6,0.13,3.2
3.13,-118.034,32.667,6,1988,11,2,1,28,19.7,0.11,3.11
2.7,-121.801,40.166,11,1988,11,2,7,18,23.1,0.08,2.69
2.8,-119.565,39.393,0,1988,11,3,20,3,29.4,0.4,2.51
2.98,-123.069,39.023,3,1988,11,4,0,9,52.4,0.08,2.97
2.72,-115.024,32.343,6,1988,11,4,6,41,22.2,0.06,2.71
2.81,-116.834,34.323,6,1988,11,5,5,23,22.3,0.05,2.81
2.57,-119.826,39.36,14,1988,11,5,14,50,26.6,0.222,2.48
2.94,-118.839,37.496,6,1988,11,5,15,45,29.1,0.17,2.89
2.85,-115.97,33.766,5,1988,11,5,19,3,22,0.03,2.85
3.69,-117.188,34.041,14,1988,11,5,23,50,32,0.04,3.69
3.08,-116.773,34.045,13,1988,11,6,15,26,15.7,0.14,3.04
3.3,-111.418,40.722,11,1988,11,6,15,30,58.8,0.222,3.21
2.62,-121.688,39.744,17,1988,11,6,18,5,22.3,0.24,2.51
2.6,-118.893,38.292,2,1988,11,6,23,28,22.1,0.4,2.31
3.08,-118.098,36.541,6,1988,11,7,1,30,22.4,0.52,2.58
3.1,-120.212,39.41,13,1988,11,7,10,11,54.4,0.4,2.81
2.52,-121.916,41.797,5,1988,11,7,21,30,41,0.16,2.47
2.55,-123.22,39.256,1,1988,11,7,23,47,44.6,0.14,2.51
3.24,-117.776,33.039,6,1988,11,10,18,45,14.2,0.03,3.24
4,-110.974,42.636,5,1988,11,13,11,53,25,0.222,3.91
2.75,-117.082,34.348,7,1988,11,13,15,23,31.7,0.03,2.75
2.59,-116.688,33.631,15,1988,11,14,2,14,57.9,0.05,2.59
2.64,-116.805,34.268,12,1988,11,15,1,7,40.6,0.05,2.64
2.64,-119.465,33.889,6,1988,11,15,3,30,48.3,0.02,2.64
3,-110.985,44.648,5,1988,11,15,15,16,0.9,0.222,2.91
2.62,-121.451,36.753,7,1988,11,17,1,0,0.9,0.13,2.59
3.41,-116.412,33.487,8,1988,11,17,5,43,6,0.06,3.4
2.89,-115.398,32.391,6,1988,11,18,7,18,41.4,0.03,2.89
2.7,-116.792,33.269,14,1988,11,19,6,12,22,0.06,2.69
2.8,-120.041,47.916,1,1988,11,19,12,11,17.5,0.222,2.71
2.68,-116.759,32.367,6,1988,11,19,12,40,57.8,0.06,2.67
4.8,-111.472,41.996,6,1988,11,19,19,42,37.3,0.222,4.71
2.54,-119.136,36.289,2,1988,11,19,21,34,6.5,0.2,2.47
4.83,-118.071,33.507,6,1988,11,20,5,39,28.6,0.08,4.82
3,-120.99,36.926,6,1988,11,21,5,36,30.7,0.15,2.96
3.1,-111.012,44.364,10,1988,11,21,11,22,36.3,0.222,3.01
2.7,-120.727,40.026,5,1988,11,21,14,23,41.1,0,2.7
2.53,-123.268,39.465,4,1988,11,21,22,57,34,0.01,2.53
2.8,-120.115,49.416,5,1988,11,22,3,46,13,0.222,2.71
4.4,-118.56,37.401,9,1988,11,22,7,57,39.2,0.13,4.37
4,-125.505,47.661,10,1988,11,22,21,48,18,0.222,3.91
3.43,-117.239,31.925,6,1988,11,23,18,40,24.5,0.111,3.41
3,-117.739,38.573,5,1988,11,23,20,11,22.5,0.222,2.91
3.07,-115.98,33.764,5,1988,11,24,8,17,44.6,0.03,3.07
3.16,-118.307,35.818,7,1988,11,25,7,43,31.3,0.07,3.15
2.7,-120.64,36.081,3,1988,11,25,20,54,20.3,0.13,2.67
2.71,-125.177,41.507,5,1988,11,26,8,16,31,0.12,2.68
2.71,-116.662,33.992,9,1988,11,26,14,24,53.2,0.07,2.7
2.94,-118.168,36.198,9,1988,11,26,23,11,30.9,0.08,2.93
3.18,-118.318,32.744,6,1988,11,27,5,48,29,0.07,3.17
2.68,-116.746,33.706,17,1988,11,27,12,32,28.3,0.06,2.67
2.9,-117.695,37.281,0,1988,11,27,19,35,40.1,0.4,2.61
2.78,-123.069,40.139,41,1988,11,29,8,27,26.4,0.11,2.76
2.93,-120.479,36.292,11,1988,11,30,20,15,36.8,0.1,2.91
2.76,-121.263,36.641,11,1988,12,2,2,45,51.4,0.1,2.74
3.02,-117.949,32.477,6,1988,12,2,5,56,17.1,0.1,3
2.65,-118.858,37.626,7,1988,12,2,16,27,37.1,0.23,2.55
2.8,-122.743,47.549,49,1988,12,3,23,2,16.9,0.222,2.71
3.8,-114.305,44.291,5,1988,12,4,2,23,58.2,0.222,3.71
3.6,-110.317,43.473,5,1988,12,4,6,2,21.9,0.222,3.51
3,-121.568,36.106,4,1988,12,4,10,57,15.9,0.13,2.97
3,-118.162,39.32,0,1988,12,4,12,33,58.1,0.222,2.91
3.1,-120.047,36.108,9,1988,12,4,16,33,42.8,0.12,3.07
2.5,-119.648,34.38,10,1988,12,4,23,42,46.1,0.1,2.48
2.81,-118.026,35.738,11,1988,12,6,7,5,53.3,0.11,2.81
3.2,-122.798,38.821,4,1988,12,7,2,52,38.5,0.13,3.17
2.6,-119.12,41.085,30,1988,12,7,22,53,59.5,0.4,2.31
2.96,-120.295,40.114,5,1988,12,7,22,54,18.9,0.12,2.93
2.5,-120.969,34.453,6,1988,12,8,1,55,37,0.1,2.5
2.73,-117.135,32.663,10,1988,12,8,2,57,10.7,0.09,2.72
2.6,-116.942,33.364,4,1988,12,8,11,8,31.8,0.1,2.58
3,-121.216,35.873,8,1988,12,9,0,29,13.4,0.12,2.97
2.55,-119.468,38.687,9,1988,12,9,18,8,36.9,0.222,2.46
2.9,-118.861,38.09,17,1988,12,9,19,9,9.6,0.4,2.61
2.9,-116.149,37.825,5,1988,12,10,12,38,2.5,0.222,2.81
2.9,-117.469,37.887,8,1988,12,10,12,38,22.5,0.4,2.61
2.78,-117.529,36.029,1,1988,12,10,17,34,17.1,0.13,2.75
2.8,-121.883,47.173,15,1988,12,11,16,38,58,0.222,2.71
2.89,-116.355,32.29,6,1988,12,13,5,52,59.6,0.12,2.86
2.8,-119.131,38.176,5,1988,12,13,20,19,58.2,0.4,2.51
3.3,-114.383,44.87,5,1988,12,14,6,27,18,0.222,3.21
2.5,-119.223,33.74,6,1988,12,15,13,1,24.1,0.13,2.5
3.4,-121.534,35.759,9,1988,12,15,19,21,13.2,0.13,3.37
3.17,-116.292,31.913,6,1988,12,15,19,59,35.3,0.111,3.15
3.3,-116.543,33.485,13,1988,12,15,23,19,13.8,0.07,3.29
3.8,-121.29,36.821,7,1988,12,16,1,50,27.7,0.06,3.79
2.99,-115.679,33.77,4,1988,12,16,2,4,44.1,0.22,2.9
2.52,-117.728,35.404,9,1988,12,16,3,35,28.4,0.13,2.49
5.03,-116.681,33.979,8,1988,12,16,5,53,5,0.1,5.01
2.82,-118.015,32.627,6,1988,12,16,11,20,46.2,0.16,2.77
2.51,-120.728,39.833,13,1988,12,17,22,4,33.6,0.2,2.44
2.94,-115.31,32.356,6,1988,12,18,4,29,23.3,0.03,2.94
2.95,-120.926,39.715,11,1988,12,18,21,51,44.6,0.15,2.91
2.8,-122.398,47.571,8,1988,12,19,20,11,40.6,0.222,2.71
2.9,-114.25,50.671,5,1988,12,21,7,41,2,0.222,2.81
3.3,-120.367,36.215,13,1988,12,22,22,21,13.1,0.12,3.27
3.07,-117.744,33.007,6,1988,12,23,21,15,16.4,0.08,3.06
3.3,-123.695,40.504,21,1988,12,24,5,29,33,0.15,3.26
2.5,-120.438,39.593,9,1988,12,24,6,43,36.4,0.222,2.41
2.8,-105.957,35.118,1,1988,12,25,7,52,33.9,0.222,2.71
2.72,-116.09,33.806,4,1988,12,25,17,55,13.7,0.11,2.7
2.66,-118.624,35.369,3,1988,12,26,3,13,19.8,0.34,2.45
2.74,-125.09,40.628,23,1988,12,27,11,25,59.4,0.17,2.69
2.66,-117.415,33.108,16,1988,12,28,10,3,38.5,0.03,2.66
2.58,-117.461,34.103,4,1988,12,28,23,39,30.8,0.1,2.56
3.3,-112.943,36.902,1,1988,12,29,18,18,57.5,0.222,3.21
2.6,-118.063,38.022,7,1988,12,30,2,27,58.6,0.4,2.31
2.9,-121.958,46.85,9,1988,12,30,15,13,24,0.222,2.81
3,-118.095,39.088,9,1988,12,30,17,41,36.9,0.222,2.91
2.7,-114.8,35.983,5,1988,12,30,19,55,55,0,2.7
3.2,-119.639,39.298,0,1988,12,30,20,35,50.9,0.4,2.91
3.7,-114.457,28.605,5,1989,1,1,18,28,7.3,0.222,3.61
2.88,-119.215,33.246,6,1989,1,4,3,38,8.8,0.16,2.83
2.52,-116.843,35.294,7,1989,1,4,10,21,19.7,0.15,2.48
2.5,-119.255,37.198,32,1989,1,5,17,47,47.5,0.23,2.4
3.11,-116.004,34.264,3,1989,1,5,21,32,13.8,0.06,3.1
2.79,-117.846,33.86,4,1989,1,5,23,14,0.2,0.16,2.74
2.67,-116.035,33.924,4,1989,1,6,15,9,32.1,0.15,2.63
3.6,-122.77,38.789,1,1989,1,7,10,34,2.3,0.14,3.56
2.7,-116.419,33.391,13,1989,1,7,16,17,30.8,0.04,2.7
3.6,-115.1,36.3,7,1989,1,9,5,8,8.4,0.4,3.31
2.6,-119.236,38.316,4,1989,1,9,13,42,29.3,0.4,2.31
2.9,-116.133,37.852,5,1989,1,9,14,13,44.7,0.222,2.81
4.05,-120.702,34.513,6,1989,1,9,23,1,18,0.12,4.02
2.51,-122.082,40.32,18,1989,1,10,19,29,23.9,0.06,2.5
2.71,-117.417,34.17,9,1989,1,10,22,59,32.6,0.16,2.66
2.5,-118.576,38.028,7,1989,1,11,3,50,42.8,0.4,2.21
2.9,-119.916,48.513,0,1989,1,11,19,51,50.2,0.222,2.81
3.5,-125.528,40.455,5,1989,1,12,12,50,4.5,0.111,3.48
