Hylak_id,Lake_name,Country,Continent,Poly_src,Lake_type,Grand_id,Lake_area,Shore_len,Shore_dev,Vol_total,Vol_res,Vol_src,Depth_avg,Dis_avg,Res_time,Elevation,Slope_100,Wshd_area,Pour_long,Pour_lat
"10",Ladoga,Russia,Europe,MODIS,"1","0",17444.01,1795.84,3.84,837000.00,0.00,"1",48.0,2527.206,3833.3,"-10",-1.00,279581.2,31.032851,59.952780
"1084",Kianta,Finland,Europe,ECRINS,"1","0",189.72,425.45,8.71,2871.96,0.00,"3",15.1,33.411,994.9,"181",2.39,3088.8,28.896875,64.891422
"1089",Oulu,Finland,Europe,Other,"3","3723",889.77,715.46,6.77,6228.42,2343.00,"1",7.0,227.993,316.2,"106",-1.00,20744.5,26.823958,64.539583
"1093",Ontojarvi,Finland,Europe,ECRINS,"1","0",111.98,252.72,6.74,1783.00,0.00,"3",15.9,61.778,334.0,"141",2.83,5277.0,28.987038,64.099796
"1106",,Finland,Europe,Other,"1","0",201.56,569.80,11.32,3850.84,0.00,"3",19.1,50.561,881.5,"70",2.89,5323.3,27.219727,63.231409
"1113",Pielinen,Finland,Europe,Other,"3","4354",937.09,1157.57,10.67,9277.21,2000.00,"1",9.9,149.492,718.3,"79",-1.00,13902.3,30.177300,62.803703
"1114",Virmasvesi,Finland,Europe,Other,"1","0",277.06,556.57,9.43,3840.45,0.00,"3",13.9,35.732,1244.0,"87",2.03,3774.1,26.548958,62.757872
"1116",Minijarvi,Finland,Europe,ECRINS,"1","0",138.86,217.90,5.22,2157.29,0.00,"3",15.5,21.478,1162.5,"64",2.63,1860.0,29.244792,62.652963
"1117",Keitele,Finland,Europe,Other,"1","0",640.85,1183.41,13.19,3428.88,0.00,"1",5.4,110.001,360.8,"86",-1.00,12369.5,26.357036,62.615682
"1125",Pyhajarvi,Finland,Europe,MODIS,"1","0",245.34,312.71,5.63,4641.11,0.00,"3",18.9,10.102,5317.4,"62",2.74,1204.0,29.899706,62.021181
"1132",Suonne,Finland,Europe,Other,"1","0",282.69,768.92,12.90,5788.63,0.00,"3",20.5,9.276,7222.7,"76",2.84,1291.6,26.552083,61.721546
"1133",Puulavesi,Finland,Europe,Other,"1","0",393.09,1217.56,17.32,11389.57,0.00,"3",29.0,19.769,6668.2,"76",3.56,2574.6,26.689583,61.673706
"1138",Visohisarvi,Finland,Europe,Other,"1","0",168.62,462.84,10.05,5270.60,0.00,"3",31.3,41.045,1486.2,"57",4.63,5170.4,26.696477,61.430330
"11939",,Finland,Europe,ECRINS,"1","0",62.59,193.75,6.91,650.56,0.00,"3",10.4,17.201,437.7,"172",2.51,1649.6,28.972151,64.850271
"11961",,Finland,Europe,ECRINS,"1","0",17.85,46.34,3.09,212.42,0.00,"3",11.9,61.728,39.8,"138",3.68,5686.5,28.494255,64.685209
"11962",,Finland,Europe,ECRINS,"1","0",20.63,45.75,2.84,315.51,0.00,"3",15.3,0.335,10900.7,"119",4.44,34.6,27.044792,64.675134
"11974",,Finland,Europe,ECRINS,"1","0",11.14,23.33,1.97,60.97,0.00,"3",5.5,1.343,525.4,"153",2.07,131.2,27.551042,64.520169
"11979",,Finland,Europe,ECRINS,"1","0",11.83,47.86,3.93,144.40,0.00,"3",12.2,5.425,308.1,"134",4.11,453.0,28.360417,64.493692
"11981",,Finland,Europe,ECRINS,"1","0",26.79,107.56,5.86,383.16,0.00,"3",14.3,97.670,45.4,"115",3.96,8862.3,27.890833,64.482989
"11989",,Finland,Europe,ECRINS,"1","0",26.15,67.78,3.74,171.29,0.00,"3",6.6,2.766,716.8,"121",2.02,270.0,27.461458,64.403753
"11990",,Finland,Europe,ECRINS,"1","0",23.55,53.19,3.09,194.33,0.00,"3",8.3,2.270,990.9,"177",2.53,202.2,29.859392,64.398961
"11994",,Finland,Europe,ECRINS,"1","0",18.32,74.29,4.90,101.83,0.00,"3",5.6,3.048,386.7,"167",1.89,271.1,29.827082,64.364791
"11996",,Finland,Europe,ECRINS,"1","0",11.01,44.39,3.77,96.16,0.00,"3",8.7,1.657,671.6,"174",3.12,135.0,29.147917,64.357078
"12018",,Finland,Europe,ECRINS,"1","0",22.26,75.10,4.49,306.14,0.00,"3",13.8,4.422,801.3,"160",3.98,358.0,29.058602,64.231845
"12019",,Finland,Europe,Other,"1","0",94.45,134.65,3.91,1166.34,0.00,"3",12.3,95.959,140.7,"117",2.67,8152.4,27.785417,64.215635
"12023",,Finland,Europe,ECRINS,"1","0",81.77,200.93,6.27,840.13,0.00,"3",10.3,23.153,420.0,"159",2.35,2067.4,29.569026,64.206831
"12034",,Finland,Europe,Other,"1","0",53.97,121.68,4.67,545.25,0.00,"3",10.1,88.043,71.7,"111",2.53,7461.9,28.303622,64.153500
"12036",,Finland,Europe,ECRINS,"1","0",43.59,146.60,6.26,316.14,0.00,"3",7.3,30.221,121.1,"156",1.98,2643.3,29.469221,64.137352
"12047",,Finland,Europe,ECRINS,"1","0",21.79,42.92,2.59,420.10,0.00,"3",19.3,2.902,1675.5,"134",5.37,250.1,28.164625,64.096760
"12049",,Finland,Europe,Other,"1","0",42.11,126.53,5.50,403.61,0.00,"3",9.6,68.142,68.6,"121",2.54,5787.4,28.641260,64.085845
"12065",,Finland,Europe,ECRINS,"1","0",11.00,43.68,3.71,49.53,0.00,"3",4.5,0.903,634.9,"184",1.75,74.9,29.030051,63.966994
"12079",,Finland,Europe,ECRINS,"1","0",14.57,52.58,3.89,62.95,0.00,"3",4.3,0.960,759.0,"193",1.59,84.7,29.836508,63.853943
"12084",,Finland,Europe,ECRINS,"1","0",34.39,59.72,2.87,751.59,0.00,"3",21.9,2.845,3057.7,"133",5.43,251.2,27.915465,63.828962
"12087",,Finland,Europe,ECRINS,"1","0",12.47,24.52,1.96,86.09,0.00,"3",6.9,2.178,457.5,"109",2.48,246.0,26.443625,63.816473
"12095",,Finland,Europe,ECRINS,"1","0",19.70,68.99,4.38,191.63,0.00,"3",9.7,8.916,248.8,"129",3.03,782.1,27.789632,63.757443
"12124",,Finland,Europe,ECRINS,"1","0",10.76,22.87,1.97,68.99,0.00,"3",6.4,0.567,1408.3,"155",2.40,47.4,29.523958,63.625282
"12131",,Finland,Europe,ECRINS,"1","0",14.36,49.71,3.70,104.93,0.00,"3",7.3,12.531,96.9,"78",2.53,1441.5,26.792250,63.591850
"12144",,Finland,Europe,ECRINS,"1","0",14.17,53.27,3.99,108.53,0.00,"3",7.7,12.648,99.3,"98",2.64,1112.4,27.913542,63.523976
"12166",,Finland,Europe,ECRINS,"1","0",18.64,51.30,3.35,344.79,0.00,"3",18.5,6.367,626.8,"95",5.35,554.1,28.361070,63.374289
"12168",,Finland,Europe,ECRINS,"1","0",24.57,48.26,2.75,149.13,0.00,"3",6.1,7.463,231.3,"89",1.92,632.5,29.763542,63.365680
"12173",,Finland,Europe,ECRINS,"1","0",16.30,40.10,2.80,146.37,0.00,"3",9.0,0.520,3257.8,"108",2.94,56.1,26.966497,63.333182
"12186",,Finland,Europe,Other,"1","0",88.62,238.66,7.15,1687.52,0.00,"3",19.0,25.985,751.6,"84",3.94,2319.0,28.200807,63.203128
"12191",,Finland,Europe,ECRINS,"1","0",11.37,45.38,3.80,119.56,0.00,"3",10.5,18.756,73.8,"91",3.64,1576.9,28.383686,63.191406
"12200",,Finland,Europe,Other,"1","0",60.39,174.28,6.33,589.09,0.00,"3",9.8,27.318,249.6,"85",2.39,2437.4,28.316801,63.074602
"12202",,Finland,Europe,ECRINS,"1","0",12.39,36.05,2.89,101.25,0.00,"3",8.2,1.507,777.6,"74",2.87,139.5,28.048024,63.056781
"12212",,Finland,Europe,ECRINS,"1","0",18.45,67.99,4.47,121.87,0.00,"3",6.6,1.124,1254.9,"96",2.19,118.9,26.931250,62.997917
"12214",,Finland,Europe,ECRINS,"1","0",17.93,67.78,4.52,187.18,0.00,"3",10.4,5.426,399.3,"99",3.28,450.6,28.640625,62.953050
"12216",,Finland,Europe,ECRINS,"1","0",16.54,66.39,4.60,77.13,0.00,"3",4.7,4.490,198.8,"92",1.66,470.0,26.886458,62.952898
"12223",,Finland,Europe,ECRINS,"1","0",16.02,63.71,4.49,86.64,0.00,"3",5.4,4.870,205.9,"92",1.90,508.4,26.861851,62.928903
"12224",,Finland,Europe,Other,"1","0",21.18,97.60,5.98,500.01,0.00,"3",23.6,6.537,885.3,"86",6.44,547.1,28.642028,62.925451
"12225",,Finland,Europe,ECRINS,"1","0",24.30,135.52,7.76,204.50,0.00,"3",8.4,1.755,1348.7,"72",2.55,166.3,28.120642,62.917000
"12232",,Finland,Europe,ECRINS,"1","0",11.18,49.51,4.18,72.40,0.00,"3",6.5,0.536,1563.5,"85",2.40,56.2,27.065950,62.853878
"12243",,Finland,Europe,ECRINS,"1","0",26.28,58.27,3.21,151.28,0.00,"3",5.8,34.351,51.0,"88",1.81,3634.9,26.577083,62.785172
"12245",,Finland,Europe,Other,"1","0",65.07,164.20,5.74,1462.44,0.00,"3",22.5,9.139,1852.1,"87",4.86,784.7,28.691445,62.774834
"12260",,Finland,Europe,Other,"2","3729",25.18,90.24,5.07,90.00,90.00,"2",3.6,227.242,4.6,"76",4.18,20878.0,29.898200,62.690301
"12269",,Finland,Europe,ECRINS,"1","0",12.77,17.19,1.36,100.33,0.00,"3",7.9,0.219,5302.2,"70",2.76,20.2,29.389633,62.631102
"12280",,Finland,Europe,ECRINS,"1","0",20.86,101.84,6.29,277.59,0.00,"3",13.3,8.403,382.3,"95",3.93,870.7,26.732798,62.588570
"12297",,Finland,Europe,ECRINS,"1","0",55.86,159.74,6.03,526.53,0.00,"3",9.4,6.904,882.7,"81",2.36,819.4,27.393686,62.518680
"12301",,Finland,Europe,ECRINS,"1","0",16.56,66.01,4.58,160.78,0.00,"3",9.7,11.061,168.2,"91",3.14,1264.6,27.450269,62.504273
"12303",,Finland,Europe,ECRINS,"1","0",15.34,50.05,3.60,141.12,0.00,"3",9.2,0.517,3159.2,"105",3.04,50.5,29.040924,62.495161
"12305",,Finland,Europe,ECRINS,"1","0",10.90,35.11,3.00,127.64,0.00,"3",11.7,22.626,65.3,"81",4.03,2045.4,28.768750,62.489583
"12306",,Finland,Europe,ECRINS,"1","0",23.10,80.37,4.72,174.14,0.00,"3",7.5,4.122,489.0,"98",2.35,437.3,26.593510,62.480200
"12314",,Finland,Europe,ECRINS,"1","0",61.43,194.41,7.00,1033.01,0.00,"3",16.8,12.778,935.7,"91",3.82,1457.9,27.639583,62.448727
"12323",,Finland,Europe,ECRINS,"1","0",44.23,93.85,3.98,434.49,0.00,"3",9.8,3.477,1446.3,"65",2.57,342.1,29.923958,62.401246
"12328",,Finland,Europe,ECRINS,"1","0",17.75,40.96,2.74,111.73,0.00,"3",6.3,1.801,718.1,"87",2.12,192.9,26.426791,62.380632
"12329",,Finland,Europe,ECRINS,"1","0",20.85,39.76,2.46,182.36,0.00,"3",8.7,3.102,680.4,"97",2.73,369.2,27.173739,62.380335
"12332",,Finland,Europe,ECRINS,"1","0",14.76,61.07,4.48,140.23,0.00,"3",9.5,0.359,4521.1,"87",3.15,41.4,27.464581,62.356859
"12338",,Finland,Europe,ECRINS,"1","0",10.47,21.37,1.86,109.93,0.00,"3",10.5,2.264,562.0,"76",3.70,217.3,30.060417,62.331927
"12345",,Finland,Europe,ECRINS,"1","0",11.27,31.73,2.67,90.25,0.00,"3",8.0,0.386,2706.2,"123",2.88,43.6,26.817043,62.288184
"12367",,Finland,Europe,ECRINS,"1","0",18.09,108.29,7.18,194.15,0.00,"3",10.7,1.325,1696.0,"73",3.36,139.7,29.178607,62.224634
"12374",,Finland,Europe,ECRINS,"1","0",34.59,84.04,4.03,388.53,0.00,"3",11.2,7.435,604.8,"73",3.04,899.2,27.690625,62.201352
"12379",,Finland,Europe,ECRINS,"1","0",33.25,113.66,5.56,524.19,0.00,"3",15.8,4.345,1396.3,"78",4.12,541.4,27.555208,62.193500
"12384",,Finland,Europe,ECRINS,"1","0",11.31,20.43,1.71,125.28,0.00,"3",11.1,0.626,2316.4,"105",3.81,77.8,27.137060,62.172422
"12407",,Finland,Europe,ECRINS,"1","0",11.67,53.57,4.42,105.46,0.00,"3",9.0,0.678,1800.3,"70",3.17,76.2,28.930208,62.088486
"12412",,Finland,Europe,ECRINS,"1","0",19.07,60.42,3.90,463.73,0.00,"3",24.3,0.952,5637.8,"122",6.75,107.0,26.485417,62.069200
"12414",,Finland,Europe,ECRINS,"1","0",11.57,41.88,3.47,111.31,0.00,"3",9.6,0.356,3618.9,"110",3.36,41.1,27.570528,62.062813
"12424",,Finland,Europe,ECRINS,"1","0",19.62,36.60,2.33,202.09,0.00,"3",10.3,1.196,1955.7,"81",3.18,144.8,27.363542,62.025870
"12429",,Finland,Europe,ECRINS,"1","0",10.06,28.33,2.52,62.25,0.00,"3",6.2,0.768,938.1,"76",2.36,91.2,26.691527,62.004428
"12432",,Finland,Europe,ECRINS,"1","0",15.57,44.19,3.16,286.02,0.00,"3",18.4,5.235,632.4,"73",5.53,621.2,27.966467,62.003543
"12440",,Finland,Europe,ECRINS,"1","0",20.54,39.38,2.45,239.96,0.00,"3",11.7,0.339,8192.8,"83",3.52,39.7,28.247612,61.971561
"12481",,Finland,Europe,ECRINS,"1","0",10.07,53.43,4.75,93.36,0.00,"3",9.3,2.236,483.3,"87",3.35,272.3,27.577134,61.767287
"12483",,Finland,Europe,ECRINS,"1","0",10.95,64.00,5.46,236.69,0.00,"3",21.6,0.563,4865.8,"71",6.86,67.9,27.604449,61.762648
"12486",,Finland,Europe,ECRINS,"1","0",11.59,44.21,3.66,173.91,0.00,"3",15.0,0.845,2382.0,"79",4.93,107.4,27.137251,61.710139
"12499",,Finland,Europe,ECRINS,"1","0",15.24,61.27,4.43,217.23,0.00,"3",14.3,39.564,63.5,"65",4.46,4998.5,26.645356,61.618750
"12505",,Russia,Europe,MODIS,"1","0",10.79,28.01,2.41,137.06,0.00,"3",12.7,5.356,296.2,"51",4.34,684.1,29.768614,61.580260
"12506",,Finland,Europe,ECRINS,"1","0",88.55,197.01,5.91,1449.25,0.00,"3",16.4,3.810,4402.6,"48",3.46,485.0,29.654813,61.575918
"12529",,Finland,Europe,ECRINS,"1","0",17.02,49.30,3.37,176.71,0.00,"3",10.4,1.060,1929.5,"84",3.30,150.0,26.576042,61.440769
"12531",,Finland,Europe,ECRINS,"1","0",15.40,43.00,3.09,294.79,0.00,"3",19.1,2.604,1310.2,"76",5.74,324.8,29.264583,61.428895
"12532",,Finland,Europe,ECRINS,"1","0",35.46,130.81,6.20,709.23,0.00,"3",20.0,2.285,3592.4,"63",5.00,322.7,26.580169,61.409139
"12557",,Finland,Europe,ECRINS,"1","0",79.82,281.89,8.90,2079.79,0.00,"3",26.1,57.078,421.7,"63",5.29,7190.3,27.656138,61.280158
"12561",,Finland,Europe,ECRINS,"1","0",30.66,71.30,3.63,517.39,0.00,"3",16.9,49.043,122.1,"72",4.45,6242.8,27.233819,61.264581
"12571",,Finland,Europe,ECRINS,"1","0",19.37,38.79,2.49,273.31,0.00,"3",14.1,0.706,4480.5,"63",4.20,87.4,28.853454,61.225185
"12577",,Finland,Europe,ECRINS,"1","0",11.06,49.56,4.20,207.49,0.00,"3",18.8,0.328,7321.7,"79",6.05,34.3,27.442071,61.184078
"145802",,Finland,Europe,ECRINS,"1","0",1.75,9.96,2.12,5.43,0.00,"3",3.1,0.057,1101.9,"207",1.54,4.8,28.415907,64.886010
"145813",,Finland,Europe,ECRINS,"1","0",2.36,11.65,2.14,9.48,0.00,"3",4.0,0.859,127.7,"192",1.88,75.1,29.211816,64.879526
"145849",,Finland,Europe,ECRINS,"1","0",2.23,16.59,3.14,9.77,0.00,"3",4.4,3.901,29.0,"136",2.14,378.8,27.595423,64.862845
"145851",,Finland,Europe,ECRINS,"1","0",2.10,7.01,1.36,11.56,0.00,"3",5.5,0.072,1858.3,"127",2.84,7.3,27.021875,64.861873
"145856",,Finland,Europe,ECRINS,"1","0",2.86,10.61,1.77,25.14,0.00,"3",8.8,0.732,397.4,"132",4.44,69.2,27.665625,64.858085
"145860",,Finland,Europe,ECRINS,"1","0",1.26,5.50,1.38,6.22,0.00,"3",4.9,0.279,257.9,"199",2.98,23.6,28.615625,64.857567
"145879",,Finland,Europe,ECRINS,"1","0",4.82,14.29,1.84,24.42,0.00,"3",5.1,2.586,109.3,"95",1.92,263.8,26.657292,64.847917
"145882",,Finland,Europe,ECRINS,"1","0",2.89,20.15,3.35,14.58,0.00,"3",5.1,55.812,3.0,"174",2.30,5174.9,28.857317,64.846102
"145906",,Finland,Europe,ECRINS,"1","0",1.25,9.43,2.37,6.52,0.00,"3",5.2,1.111,68.0,"177",3.19,97.9,28.292708,64.836777
"145920",,Finland,Europe,ECRINS,"1","0",1.38,4.66,1.12,2.76,0.00,"3",2.0,0.132,242.1,"76",1.00,13.9,26.435438,64.831226
"145936",,Russia,Europe,MODIS,"1","0",1.95,9.44,1.91,7.33,0.00,"3",3.8,0.102,832.0,"215",1.86,9.9,29.884375,64.823822
"145975",,Finland,Europe,ECRINS,"1","0",1.31,9.32,2.29,10.97,0.00,"3",8.3,0.334,380.1,"203",5.49,32.0,29.535417,64.803494
"145976",,Russia,Europe,MODIS,"1","0",2.38,9.01,1.65,13.12,0.00,"3",5.5,0.097,1566.0,"226",2.72,8.9,30.042708,64.803156
"145995",,Finland,Europe,ECRINS,"1","0",3.65,23.88,3.53,21.21,0.00,"3",5.8,1.452,169.1,"144",2.50,138.4,27.693750,64.789583
"145997",,Finland,Europe,ECRINS,"1","0",1.00,5.51,1.55,4.15,0.00,"3",4.1,0.177,271.1,"179",2.63,17.5,27.423976,64.788462
"145998",,Russia,Europe,ECRINS,"1","0",1.01,7.89,2.21,5.10,0.00,"3",5.0,0.056,1053.2,"227",3.31,5.3,29.910910,64.788285
"146013",,Finland,Europe,ECRINS,"1","0",1.64,8.24,1.82,7.73,0.00,"3",4.7,0.341,262.3,"162",2.58,33.7,27.362063,64.781216
"146020",,Finland,Europe,ECRINS,"1","0",2.65,11.34,1.96,6.85,0.00,"3",2.6,0.059,1344.5,"155",1.07,6.0,27.203008,64.778653
"146028",,Finland,Europe,ECRINS,"1","0",1.44,12.24,2.88,5.98,0.00,"3",4.2,0.436,158.7,"226",2.34,38.9,30.007636,64.774890
"146054",,Finland,Europe,ECRINS,"1","0",2.25,10.16,1.91,15.91,0.00,"3",7.1,0.772,238.5,"142",3.73,65.5,28.719273,64.761603
"146055",,Finland,Europe,ECRINS,"1","0",1.89,16.12,3.31,6.87,0.00,"3",3.6,0.427,186.2,"214",1.82,41.5,29.868712,64.760947
"146062",,Finland,Europe,ECRINS,"1","0",1.99,9.27,1.85,12.45,0.00,"3",6.3,0.047,3065.6,"188",3.38,4.4,29.602312,64.757958
"146066",,Finland,Europe,ECRINS,"1","0",1.15,6.56,1.73,5.40,0.00,"3",4.7,0.061,1024.5,"202",2.92,5.1,28.928355,64.753579
"146075",,Finland,Europe,ECRINS,"1","0",1.29,7.96,1.98,6.90,0.00,"3",5.3,10.804,7.4,"74",3.27,1089.1,26.461458,64.749102
"146079",,Finland,Europe,ECRINS,"1","0",1.13,5.03,1.34,3.65,0.00,"3",3.2,0.025,1690.1,"209",1.90,2.5,27.555175,64.747055
"146088",,Finland,Europe,ECRINS,"1","0",2.48,18.60,3.33,12.09,0.00,"3",4.9,2.611,53.6,"196",2.32,251.1,29.840272,64.743551
"146094",,Finland,Europe,ECRINS,"1","0",2.25,9.51,1.79,9.98,0.00,"3",4.4,0.268,431.1,"213",2.16,25.9,29.742562,64.739935
"146100",,Finland,Europe,ECRINS,"1","0",1.28,8.90,2.22,4.89,0.00,"3",3.8,3.294,17.2,"200",2.21,323.8,29.790537,64.737783
"146105",,Finland,Europe,ECRINS,"1","0",1.00,6.90,1.95,2.70,0.00,"3",2.7,0.067,465.9,"215",1.59,6.4,29.690332,64.736015
"146113",,Finland,Europe,ECRINS,"1","0",1.70,5.64,1.22,3.70,0.00,"3",2.2,0.115,371.9,"118",1.03,11.9,26.844792,64.733815
"146116",,Finland,Europe,ECRINS,"1","0",5.13,21.02,2.62,33.98,0.00,"3",6.6,0.777,506.2,"189",2.59,66.1,29.267708,64.730320
"146135",,Finland,Europe,ECRINS,"1","0",3.51,10.12,1.52,14.80,0.00,"3",4.2,1.901,90.1,"149",1.73,188.9,27.278492,64.720046
"146138",,Finland,Europe,ECRINS,"1","0",2.56,19.56,3.45,13.56,0.00,"3",5.3,3.806,41.2,"200",2.54,387.2,29.691263,64.719767
"146151",,Finland,Europe,ECRINS,"1","0",2.84,9.98,1.67,10.30,0.00,"3",3.6,0.221,539.6,"146",1.56,22.5,27.251983,64.714460
"146152",,Finland,Europe,ECRINS,"1","0",8.88,15.52,1.47,124.56,0.00,"3",14.0,0.683,2110.9,"143",5.17,70.5,27.055208,64.713558
"146154",,Finland,Europe,ECRINS,"1","0",1.49,10.73,2.48,6.90,0.00,"3",4.6,0.758,105.3,"223",2.62,67.1,30.011774,64.712353
"146160",,Finland,Europe,ECRINS,"1","0",1.50,6.88,1.59,5.48,0.00,"3",3.7,1.801,35.2,"143",1.98,178.8,27.328146,64.706570
"146163",,Finland,Europe,ECRINS,"1","0",1.50,7.53,1.74,6.13,0.00,"3",4.1,0.081,875.5,"195",2.26,6.9,29.235417,64.704918
"146183",,Finland,Europe,ECRINS,"1","0",1.52,8.97,2.05,4.71,0.00,"3",3.1,0.620,87.9,"222",1.62,54.7,30.039467,64.693089
"146184",,Finland,Europe,ECRINS,"1","0",1.22,7.32,1.87,6.12,0.00,"3",5.0,1.218,58.2,"151",3.08,120.7,27.416351,64.690764
"146189",,Finland,Europe,ECRINS,"1","0",1.98,6.20,1.24,14.43,0.00,"3",7.3,0.087,1920.2,"218",4.06,8.4,27.668642,64.688664
"146190",,Finland,Europe,ECRINS,"1","0",2.77,13.02,2.21,10.52,0.00,"3",3.8,0.687,177.3,"166",1.67,58.0,28.953218,64.688460
"146200",,Finland,Europe,ECRINS,"1","0",1.02,4.91,1.37,8.87,0.00,"3",8.7,0.155,662.7,"272",6.29,14.1,28.002882,64.683148
"146204",,Finland,Europe,ECRINS,"1","0",1.01,4.18,1.18,3.19,0.00,"3",3.2,0.179,206.0,"137",1.92,18.4,27.124441,64.680990
"146207",,Finland,Europe,ECRINS,"1","0",3.40,13.39,2.05,20.11,0.00,"3",5.9,10.719,21.7,"139",2.61,901.5,28.515625,64.677952
"146227",,Finland,Europe,ECRINS,"1","0",1.34,7.11,1.73,4.80,0.00,"3",3.6,1.428,38.9,"158",2.01,120.7,28.841275,64.666776
"146231",,Finland,Europe,ECRINS,"1","0",1.09,5.04,1.36,3.44,0.00,"3",3.2,0.119,334.2,"193",1.86,10.0,29.071897,64.661539
"146245",,Finland,Europe,ECRINS,"1","0",1.01,4.86,1.36,2.51,0.00,"3",2.5,0.123,235.7,"140",1.43,12.4,27.359375,64.652688
"146251",,Finland,Europe,ECRINS,"1","0",1.84,13.75,2.86,4.56,0.00,"3",2.5,0.119,443.6,"236",1.16,10.6,30.050792,64.650735
"146253",,Finland,Europe,ECRINS,"1","0",3.67,10.52,1.55,14.61,0.00,"3",4.0,0.261,647.8,"90",1.60,27.7,26.463250,64.648884
"146257",,Finland,Europe,ECRINS,"1","0",2.88,12.45,2.07,20.40,0.00,"3",7.1,10.103,23.4,"142",3.43,848.6,28.606609,64.644714
"146262",,Finland,Europe,ECRINS,"1","0",1.19,5.09,1.31,7.74,0.00,"3",6.5,0.194,461.8,"188",4.23,16.9,28.358546,64.643517
"146263",,Finland,Europe,ECRINS,"1","0",1.87,6.00,1.24,13.30,0.00,"3",7.1,0.897,171.6,"189",4.00,78.7,29.533535,64.643965
"146267",,Finland,Europe,ECRINS,"1","0",1.04,4.99,1.38,2.78,0.00,"3",2.7,1.142,28.2,"198",1.56,101.3,29.553657,64.641826
"146277",,Finland,Europe,ECRINS,"1","0",2.24,8.15,1.54,12.20,0.00,"3",5.5,0.702,201.1,"129",2.76,69.9,27.370129,64.635643
"146287",,Finland,Europe,ECRINS,"1","0",1.30,6.06,1.50,3.78,0.00,"3",2.9,0.121,361.5,"188",1.59,10.2,29.005472,64.628891
"146304",,Finland,Europe,ECRINS,"1","0",1.64,5.38,1.19,7.64,0.00,"3",4.7,1.903,46.4,"163",2.55,161.0,28.757859,64.620555
"146315",,Finland,Europe,ECRINS,"1","0",1.08,7.36,2.00,4.83,0.00,"3",4.5,4.526,12.4,"183",2.82,378.1,29.095237,64.613941
"146324",,Finland,Europe,ECRINS,"1","0",1.87,9.96,2.06,5.19,0.00,"3",2.8,0.170,353.5,"207",1.32,15.4,29.578829,64.606263
"146336",,Finland,Europe,ECRINS,"1","0",3.94,13.48,1.92,40.25,0.00,"3",10.2,1.827,255.0,"143",4.74,172.0,27.978649,64.603133
"146340",,Finland,Europe,ECRINS,"1","0",2.36,13.22,2.43,11.74,0.00,"3",5.0,7.483,18.2,"142",2.43,626.4,28.745117,64.602841
"146346",,Finland,Europe,ECRINS,"1","0",4.57,20.41,2.69,53.14,0.00,"3",11.6,79.774,7.7,"138",5.24,7232.8,28.416201,64.598554
"146349",,Finland,Europe,ECRINS,"1","0",1.35,10.15,2.47,7.52,0.00,"3",5.6,0.064,1359.3,"171",3.38,6.2,27.589583,64.597523
"146351",,Finland,Europe,ECRINS,"1","0",8.29,23.72,2.32,56.58,0.00,"3",6.8,7.333,89.3,"151",2.27,613.6,28.795167,64.596779
"146361",,Finland,Europe,ECRINS,"1","0",2.59,10.51,1.84,8.61,0.00,"3",3.3,0.296,336.5,"208",1.45,26.3,29.556191,64.589376
"146370",,Finland,Europe,ECRINS,"1","0",1.08,5.71,1.55,2.87,0.00,"3",2.7,0.350,95.0,"114",1.53,35.5,27.199356,64.583029
"146392",,Finland,Europe,ECRINS,"1","0",1.88,12.39,2.55,5.69,0.00,"3",3.0,0.171,385.0,"211",1.46,16.0,29.727960,64.573105
"146397",,Finland,Europe,ECRINS,"1","0",3.02,15.54,2.52,12.59,0.00,"3",4.2,0.455,320.3,"207",1.80,42.7,29.661458,64.570657
"146417",,Finland,Europe,ECRINS,"1","0",1.49,8.17,1.89,4.90,0.00,"3",3.3,0.449,126.3,"166",1.75,37.3,28.981211,64.560106
"146419",,Finland,Europe,ECRINS,"1","0",9.13,25.99,2.43,56.83,0.00,"3",6.2,2.549,258.0,"178",1.96,212.4,29.135293,64.559393
"146425",,Finland,Europe,ECRINS,"1","0",1.26,6.34,1.60,7.72,0.00,"3",6.1,0.137,652.2,"216",3.89,11.6,28.657018,64.557930
"146432",,Finland,Europe,ECRINS,"1","0",6.51,16.61,1.84,50.17,0.00,"3",7.7,0.247,2350.9,"152",2.84,24.0,27.568750,64.553705
"146457",,Finland,Europe,ECRINS,"1","0",1.62,7.71,1.71,10.12,0.00,"3",6.2,0.046,2547.3,"122",3.63,4.9,26.549498,64.541552
"146470",,Finland,Europe,ECRINS,"1","0",2.38,10.20,1.87,24.37,0.00,"3",10.3,90.396,3.1,"128",5.68,8135.3,28.227261,64.531345
"146491",,Finland,Europe,ECRINS,"1","0",1.29,5.01,1.24,5.85,0.00,"3",4.5,0.088,769.0,"120",2.68,7.8,28.111458,64.522052
"146495",,Finland,Europe,ECRINS,"1","0",1.49,5.30,1.22,12.33,0.00,"3",8.3,0.146,977.7,"113",5.19,15.1,26.785417,64.520537
"146517",,Finland,Europe,ECRINS,"1","0",1.90,5.93,1.21,21.58,0.00,"3",11.3,1.186,210.6,"136",6.92,112.7,27.796875,64.507678
"146527",,Finland,Europe,ECRINS,"1","0",1.51,9.86,2.27,6.57,0.00,"3",4.4,0.979,77.7,"175",2.43,82.1,28.657675,64.504020
