"1","2","3","4","5","6","7","8","9","10","L","T","Y"
"","","","","","","","","","","","473.7",""
"","","","","","","","","","","","1007.6",""
"","","","","","","","","","","","272.55",""
"","","","","","","","","","","","1464.4",""
"","","","","","","","","","","","256.74",""
"","","","","","","","","","","","2340.1",""
"","","","","","","","","","","","1969.3",""
"","","","","","","","","","","","1887.9",""
"","","","","","","","","","","","813.2",""
"","","","","","","","","","","","1732.4",""
"","","","","","","","","","","","2252.8",""
"","","","","","","","","","","","432.7",""
"","","","","","","","","","","","234.5",""
"","","","","","","","","","","","1736.2",""
"","","","","","","","","","","","508.6",""
"","","","","","","","","","","","1681.4",""
"","","","","","","","","","","","419.9",""
"","","","","","","","","","","","1863.6",""
"","","","","","","","","","","","283.9",""
"","","","","","","","","","","","432",""
"","","","","","","","","","","","1864.5",""
"","","","","","","","","","","","268.13",""
"","","","","","","","","","","","1961.4",""
"","","","","","","","","","","","1291.3",""
"","","","","","","","","","","","2393.88",""
"","","","","","","","","","","","1018.35",""
"","","","","","","","","","","","309.2",""
"","","","","","","","","","","","251",""
"","","","","","","","","","","","1855.8",""
"","","","","","","","","","","","2456",""
"","","","","","","","","","","","1719.7",""
"","","","","","","","","","","","1882.9",""
"","","","","","","","","","","","782.5",""
"","","","","","","","","","","","428.1",""
"","","","","","","","","","","","260",""
"","","","","","","","","","","","220.9",""
"","","","","","","","","","","","1966.5",""
"","","","","","","","","","","","1865.4",""
"","","","","","","","","","","","242.6",""
"","","","","","","","","","","","2386.8",""
"","","","","","","","","","","","286.61",""
"","","","","","","","","","","","1870.7",""
"","","","","","","","","","","","1901",""
"","","","","","","","","","","","248",""
"","","","","","","","","","","","1878.9",""
"","","","","","","","","","","","2670.5",""
"","","","","","","","","","","","1766.2",""
"","","","","","","","","","","","741.3",""
"","","","","","","","","","","","2075.7",""
"","","","","","","","","","","","731.2",""
"","","","","","","","","","","","411.8",""
"","","","","","","","","","","","1897.3",""
"","","","","","","","","","","","2159.8",""
"","","","","","","","","","","","1894.4",""
"","","","","","","","","","","","1875.1",""
"","","","","","","","","","","","2177.3",""
"","","","","","","","","","","","1873.2",""
"","","","","","","","","","","","1894.1",""
"","","","","","","","","","","","1986.7",""
"","","","","","","","","","","","1864.2",""
"","","","","","","","","","","","293.1",""
"","","","","","","","","","","","370.6",""
"","","","","","","","","","","","245.8",""
"","","","","","","","","","","","403.9",""
"","","","","","","","","","","","289",""
"","","","","","","","","","","","2428.1",""
"","","","","","","","","","","","1887",""
"","","","","","","","","","","","944.9",""
"","","","","","","","","","","","2451.7",""
"","","","","","","","","","","","1622.4",""
"","","","","","","","","","","","2519.8",""
"","","","","","","","","","","","1917.7",""
"","","","","","","","","","","","1987",""
"","","","","","","","","","","","264.3",""
"","","","","","","","","","","","1863.2",""
"","","","","","","","","","","","2279.3",""
"","","","","","","","","","","","2105.7",""
"","","","","","","","","","","","748.3",""
"","","","","","","","","","","","977.7",""
"","","","","","","","","","","","1885.8",""
"","","","","","","","","","","","251.3",""
"","","","","","","","","","","","438.2",""
"","","","","","","","","","","","259.8",""
"","","","","","","","","","","","550.1",""
"","","","","","","","","","","","231.9",""
"","","","","","","","","","","","404.7",""
"","","","","","","","","","","","409.4",""
"","","","","","","","","","","","270.7",""
"","","","","","","","","","","","240",""
"","","","","","","","","","","","565.3",""
"","","","","","","","","","","","2331.2",""
"","","","","","","","","","","","416.1",""
"","","","","","","","","","","","384.8",""
"","","","","","","","","","","","2504.9",""
"","","","","","","","","","","","412.804",""
"","","","","","","","","","","","2664.9",""
"","","","","","","","","","","","266.64",""
"","","","","","","","","","","","319",""
"","","","","","","","","","","","233",""
"","","","","","","","","","","","240.95",""
"","","","","","","","","","","","439.26",""
"","","","","","","","","","","","838.6",""
"","","","","","","","","","","","1851.6",""
"","","","","","","","","","","","271.2",""
"","","","","","","","","","","","317.8",""
"","","","","","","","","","","","2365.2",""
"","","","","","","","","","","","371.6",""
"","","","","","","","","","","","242.48",""
"","","","","","","","","","","","250.5",""
"","","","","","","","","","","","237.5",""
"","","","","","","","","","","","601.1",""
"","","","","","","","","","","","1210.8",""
"","","","","","","","","","","","1948.4",""
"","","","","","","","","","","","421.8",""
"","","","","","","","","","","","275.7",""
"","","","","","","","","","","","1780",""
"","","","","","","","","","","","436.54",""
"","","","","","","","","","","","994.8",""
"","","","","","","","","","","","253.17",""
"","","","","","","","","","","","471.3",""
"","","","","","","","","","","","2570.9",""
"","","","","","","","","","","","455.2",""
"","","","","","","","","","","","447.96",""
"","","","","","","","","","","","264.9",""
"","","","","","","","","","","","384",""
"","","","","","","","","","","","806.1",""
"","","","","","","","","","","","230.9",""
"","","","","","","","","","","","402.4",""
"","","","","","","","","","","","414.5",""
"","","","","","","","","","","","291",""
"","","","","","","","","","","","260.8",""
"","","","","","","","","","","","267.7",""
"","","","","","","","","","","","418.1",""
"","","","","","","","","","","","248.4",""
"","","","","","","","","","","","1740.9",""
"","","","","","","","","","","","356.2",""
"","","","","","","","","","","","262.69",""
"","","","","","","","","","","","930",""
"","","","","","","","","","","","243.59",""
"","","","","","","","","","","","461.1",""
"","","","","","","","","","","","320.9",""
"","","","","","","","","","","","316.1",""
"","","","","","","","","","","","299.8",""
"","","","","","","","","","","","795.6",""
"","","","","","","","","","","","313.8",""
"","","","","","","","","","","","272.7",""
"","","","","","","","","","","","921.2",""
"","","","","","","","","","","","2029.7",""
"","","","","","","","","","","","452",""
"","","","","","","","","","","","2533.8",""
"","","","","","","","","","","","291.9",""
"","","","","","","","","","","","304.5",""
"","","","","","","","","","","","405.3",""
"","","","","","","","","","","","285.8",""
"","","","","","","","","","","","1027.4",""
"","","","","","","","","","","","369.7",""
"","","","","","","","","","","","1870",""
"","","","","","","","","","","","236",""
"","","","","","","","","","","","1948.3",""
"","","","","","","","","","","","610.4",""
"","","","","","","","","","","","436.9",""
"","","","","","","","","","","","791",""
"","","","","","","","","","","","439.27",""
"","","","","","","","","","","","2490.77",""
"","","","","","","","","","","","2570.93",""
"","","","","","","","","","","","300.3",""
"","","","","","","","","","","","475.7",""
"","","","","","","","","","","","314.6",""
"","","","","","","","","","","","2039.2",""
"","","","","","","","","","","","1007.1",""
"","","","","","","","","","","","459.3",""
"","","","","","","","","","","","468.5",""
"","","","","","","","","","","","333.4",""
"","","","","","","","","","","","454.6",""
"","","","","","","","","","","","465.29",""
"","","","","","","","","","","","965.7",""
"","","","","","","","","","","","468.7",""
"","","","","","","","","","","","2107.8",""
"","","","","","","","","","","","2233",""
"","","","","","","","","","","","308.1",""
"","","","","","","","","","","","269.08",""
"","","","","","","","","","","","1319.9",""
"","","","","","","","","","","","437.55",""
"","","","","","","","","","","","421.1",""
"","","","","","","","","","","","472.6",""
"","","","","","","","","","","","256.2",""
"","","","","","","","","","","","815.3",""
"","","","","","","","","","","","437.13",""
"","","","","","","","","","","","1990.49",""
"","","","","","","","","","","","447.6",""
"","","","","","","","","","","","1672.6",""
"","","","","","","","","","","","773.3",""
"","","","","","","","","","","","1878.2",""
"","","","","","","","","","","","941.83",""
"","","","","","","","","","","","344.4",""
"","","","","","","","","","","","512",""
"","","","","","","","","","","","448.298",""
"","","","","","","","","","","","1128.1",""
"","","","","","","","","","","","434.57",""
"","","","","","","","","","","","581.9",""
"","","","","","","","","","","","614",""
"","","","","","","","","","","","418.9",""
"","","","","","","","","","","","313.2",""
"","","","","","","","","","","","439.2",""
"","","","","","","","","","","","384.11",""
"","","","","","","","","","","","352.7",""
"","","","","","","","","","","","1427.8",""
"","","","","","","","","","","","1430.4",""
"","","","","","","","","","","","270.8",""
"","","","","","","","","","","","363.7",""
"","","","","","","","","","","","416.53",""
"","","","","","","","","","","","2348.1",""
"","","","","","","","","","","","309.62",""
"","","","","","","","","","","","428.8",""
"","","","","","","","","","","","433.1",""
"","","","","","","","","","","","424.72",""
"","","","","","","","","","","","1742",""
"","","","","","","","","","","","328",""
"","","","","","","","","","","","2525",""
"","","","","","","","","","","","836.3",""
"","","","","","","","","","","","430.19",""
"","","","","","","","","","","","1767.9",""
"","","","","","","","","","","","823.1",""
"","","","","","","","","","","","256.36",""
"","","","","","","","","","","","432.9",""
"","","","","","","","","","","","417.9",""
"","","","","","","","","","","","1174.7",""
"","","","","","","","","","","","313",""
"","","","","","","","","","","","295",""
"","","","","","","","","","","","236.77",""
"","","","","","","","","","","","492.6",""
"","","","","","","","","","","","902",""
"","","","","","","","","","","","1858.2",""
"","","","","","","","","","","","325.8",""
"","","","","","","","","","","","591.7",""
